REGIONID,PRODUCTGROUP,PRODUCT,ITEM,YEARWEEK,YEAR,WEEK,QTY,HOLIDAY,HCLUS,PROMOTION,PRO_PERCENT
A01,PG03,P05,ITEM085,201503,2015,3,5,N,4,N,0
A01,PG03,P05,ITEM085,201504,2015,4,13,Y,2,N,0
A01,PG03,P05,ITEM085,201505,2015,5,32,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201506,2015,6,10,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201507,2015,7,34,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201508,2015,8,42,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201509,2015,9,28,N,4,Y,0.260896042
A01,PG03,P05,ITEM085,201510,2015,10,13,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201511,2015,11,30,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201512,2015,12,34,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201513,2015,13,12,N,4,N,0
A01,PG03,P05,ITEM085,201514,2015,14,9,N,4,N,0
A01,PG03,P05,ITEM085,201515,2015,15,20,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201516,2015,16,21,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201517,2015,17,18,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201518,2015,18,26,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201519,2015,19,6,N,4,N,0
A01,PG03,P05,ITEM085,201520,2015,20,9,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201521,2015,21,37,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201522,2015,22,63,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201523,2015,23,25,N,4,Y,0.260896042
A01,PG03,P05,ITEM085,201524,2015,24,5,N,4,N,0
A01,PG03,P05,ITEM085,201525,2015,25,11,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201526,2015,26,33,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201527,2015,27,48,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201528,2015,28,46,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201529,2015,29,65,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201530,2015,30,30,N,4,N,0
A01,PG03,P05,ITEM085,201531,2015,31,14,N,4,N,0
A01,PG03,P05,ITEM085,201532,2015,32,4,N,4,N,0
A01,PG03,P05,ITEM085,201533,2015,33,14,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201534,2015,34,9,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201535,2015,35,17,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201536,2015,36,32,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201537,2015,37,61,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201538,2015,38,34,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201539,2015,39,21,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201540,2015,40,19,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201541,2015,41,16,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201542,2015,42,14,Y,2,Y,0.217442366
A01,PG03,P05,ITEM085,201543,2015,43,17,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201544,2015,44,6,N,4,N,0
A01,PG03,P05,ITEM085,201545,2015,45,93,Y,0,Y,0.413179643
A01,PG03,P05,ITEM085,201546,2015,46,112,Y,0,Y,0.413179643
A01,PG03,P05,ITEM085,201547,2015,47,99,Y,0,Y,0.413179643
A01,PG03,P05,ITEM085,201548,2015,48,193,Y,0,Y,0.413179643
A01,PG03,P05,ITEM085,201549,2015,49,140,Y,0,Y,0.413179643
A01,PG03,P05,ITEM085,201550,2015,50,11,N,4,N,0
A01,PG03,P05,ITEM085,201551,2015,51,13,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201552,2015,52,10,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201553,2015,53,16,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201601,2016,1,10,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201602,2016,2,9,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201603,2016,3,14,Y,2,Y,0.217442366
A01,PG03,P05,ITEM085,201604,2016,4,23,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201605,2016,5,14,N,4,Y,0.260896042
A01,PG03,P05,ITEM085,201606,2016,6,16,N,4,Y,0.260896042
A01,PG03,P05,ITEM085,201607,2016,7,33,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201608,2016,8,16,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201609,2016,9,6,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201610,2016,10,17,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201611,2016,11,26,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201612,2016,12,18,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201613,2016,13,11,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201614,2016,14,27,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201615,2016,15,15,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201616,2016,16,21,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201617,2016,17,26,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201618,2016,18,17,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201619,2016,19,11,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201620,2016,20,17,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201621,2016,21,23,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201622,2016,22,38,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201623,2016,23,14,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201624,2016,24,8,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201625,2016,25,35,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201626,2016,26,42,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201627,2016,27,44,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201628,2016,28,42,Y,1,Y,0.260896042
A01,PG03,P05,ITEM085,201629,2016,29,4,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201630,2016,30,5,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201631,2016,31,19,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201632,2016,32,13,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201633,2016,33,2,N,4,N,0
A01,PG03,P05,ITEM085,201634,2016,34,10,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201635,2016,35,18,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201636,2016,36,16,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201637,2016,37,14,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201638,2016,38,7,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201639,2016,39,11,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201640,2016,40,14,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201641,2016,41,12,Y,2,Y,0.217442366
A01,PG03,P05,ITEM085,201642,2016,42,5,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201643,2016,43,13,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201644,2016,44,22,Y,0,Y,0.334884732
A01,PG03,P05,ITEM085,201645,2016,45,24,Y,0,Y,0.334884732
A01,PG03,P05,ITEM085,201646,2016,46,31,Y,0,Y,0.334884732
A01,PG03,P05,ITEM085,201647,2016,47,46,Y,0,Y,0.334884732
A01,PG03,P05,ITEM085,201648,2016,48,33,Y,0,Y,0.334884732
A01,PG03,P05,ITEM085,201649,2016,49,11,N,4,Y,0.334884732
A01,PG03,P05,ITEM085,201650,2016,50,9,N,4,Y,0.334884732
A01,PG03,P05,ITEM085,201651,2016,51,6,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201652,2016,52,11,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201701,2017,1,7,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201702,2017,2,9,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201703,2017,3,9,Y,2,Y,0.217442366
A01,PG03,P05,ITEM085,201704,2017,4,10,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201705,2017,5,7,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201706,2017,6,18,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201707,2017,7,17,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201708,2017,8,21,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201709,2017,9,14,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201710,2017,10,11,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201711,2017,11,5,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201712,2017,12,16,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201713,2017,13,26,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201714,2017,14,29,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201715,2017,15,34,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201716,2017,16,11,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201717,2017,17,10,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201718,2017,18,12,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201719,2017,19,15,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201720,2017,20,10,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201721,2017,21,31,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201722,2017,22,35,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201723,2017,23,19,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201724,2017,24,2,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201725,2017,25,11,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201726,2017,26,16,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201727,2017,27,41,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201728,2017,28,25,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201729,2017,29,9,Y,1,Y,0.217442366
A01,PG03,P05,ITEM085,201730,2017,30,11,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201731,2017,31,15,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201732,2017,32,10,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201733,2017,33,2,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201734,2017,34,4,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201735,2017,35,2,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201736,2017,36,5,Y,1,Y,0.304349717
A01,PG03,P05,ITEM085,201737,2017,37,2,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201738,2017,38,8,N,4,Y,0.217442366
A01,PG03,P05,ITEM085,201739,2017,39,6,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201740,2017,40,4,N,4,Y,0.304349717
A01,PG03,P05,ITEM085,201741,2017,41,1,Y,2,Y,0.304349717
A01,PG03,P05,ITEM086,201501,2015,1,8,Y,1,N,0
A01,PG03,P05,ITEM086,201502,2015,2,18,N,4,N,0
A01,PG03,P05,ITEM086,201503,2015,3,22,N,4,N,0
A01,PG03,P05,ITEM086,201504,2015,4,55,Y,2,N,0
A01,PG03,P05,ITEM086,201505,2015,5,35,N,4,N,0
A01,PG03,P05,ITEM086,201506,2015,6,6,N,4,N,0
A01,PG03,P05,ITEM086,201507,2015,7,7,N,4,N,0
A01,PG03,P05,ITEM086,201508,2015,8,10,Y,1,N,0
A01,PG03,P05,ITEM086,201509,2015,9,11,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201510,2015,10,8,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201511,2015,11,11,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201512,2015,12,13,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201513,2015,13,21,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201514,2015,14,15,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201515,2015,15,29,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201516,2015,16,29,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201517,2015,17,31,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201518,2015,18,34,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201519,2015,19,17,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201520,2015,20,11,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201521,2015,21,26,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201522,2015,22,22,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201523,2015,23,24,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201524,2015,24,16,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201525,2015,25,14,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201526,2015,26,16,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201527,2015,27,25,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201528,2015,28,25,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201529,2015,29,20,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201530,2015,30,10,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201531,2015,31,18,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201532,2015,32,30,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201533,2015,33,24,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201534,2015,34,11,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201535,2015,35,21,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201536,2015,36,20,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201537,2015,37,30,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201538,2015,38,28,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201539,2015,39,3,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201540,2015,40,14,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201541,2015,41,7,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201542,2015,42,4,Y,2,Y,0.200120048
A01,PG03,P05,ITEM086,201543,2015,43,9,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201544,2015,44,8,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201545,2015,45,10,Y,0,Y,0.200120048
A01,PG03,P05,ITEM086,201546,2015,46,6,Y,0,Y,0.200120048
A01,PG03,P05,ITEM086,201547,2015,47,9,Y,0,Y,0.200120048
A01,PG03,P05,ITEM086,201548,2015,48,8,Y,0,Y,0.200120048
A01,PG03,P05,ITEM086,201549,2015,49,4,Y,0,Y,0.200120048
A01,PG03,P05,ITEM086,201550,2015,50,4,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201551,2015,51,13,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201552,2015,52,1,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201553,2015,53,4,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201601,2016,1,4,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201602,2016,2,4,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201603,2016,3,9,Y,2,Y,0.200120048
A01,PG03,P05,ITEM086,201604,2016,4,8,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201605,2016,5,19,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201606,2016,6,11,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201607,2016,7,15,Y,1,Y,0.200120048
A01,PG03,P05,ITEM086,201608,2016,8,8,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201609,2016,9,5,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201610,2016,10,2,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201611,2016,11,5,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201612,2016,12,4,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201613,2016,13,5,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201614,2016,14,6,N,4,Y,0.200120048
A01,PG03,P05,ITEM086,201615,2016,15,3,N,4,Y,0.200120048
A01,PG03,P05,ITEM087,201501,2015,1,11,Y,1,N,0
A01,PG03,P05,ITEM087,201502,2015,2,9,N,4,N,0
A01,PG03,P05,ITEM087,201503,2015,3,15,N,4,N,0
A01,PG03,P05,ITEM087,201504,2015,4,19,Y,2,N,0
A01,PG03,P05,ITEM087,201505,2015,5,31,N,4,N,0
A01,PG03,P05,ITEM087,201506,2015,6,9,N,4,N,0
A01,PG03,P05,ITEM087,201507,2015,7,4,N,4,N,0
A01,PG03,P05,ITEM087,201508,2015,8,8,Y,1,N,0
A01,PG03,P05,ITEM087,201509,2015,9,7,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201510,2015,10,7,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201511,2015,11,13,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201512,2015,12,6,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201513,2015,13,15,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201514,2015,14,7,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201515,2015,15,18,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201516,2015,16,18,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201517,2015,17,22,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201518,2015,18,27,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201519,2015,19,7,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201520,2015,20,17,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201521,2015,21,20,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201522,2015,22,31,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201523,2015,23,15,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201524,2015,24,9,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201525,2015,25,12,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201526,2015,26,13,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201527,2015,27,18,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201528,2015,28,17,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201529,2015,29,13,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201530,2015,30,20,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201531,2015,31,18,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201532,2015,32,21,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201533,2015,33,18,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201534,2015,34,10,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201535,2015,35,9,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201536,2015,36,27,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201537,2015,37,43,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201538,2015,38,21,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201539,2015,39,7,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201540,2015,40,4,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201541,2015,41,11,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201542,2015,42,7,Y,2,Y,0.189294404
A01,PG03,P05,ITEM087,201543,2015,43,11,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201544,2015,44,7,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201545,2015,45,13,Y,0,Y,0.189294404
A01,PG03,P05,ITEM087,201546,2015,46,14,Y,0,Y,0.189294404
A01,PG03,P05,ITEM087,201547,2015,47,9,Y,0,Y,0.189294404
A01,PG03,P05,ITEM087,201548,2015,48,8,Y,0,Y,0.189294404
A01,PG03,P05,ITEM087,201549,2015,49,6,Y,0,Y,0.189294404
A01,PG03,P05,ITEM087,201550,2015,50,8,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201551,2015,51,10,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201552,2015,52,6,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201553,2015,53,3,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201601,2016,1,10,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201602,2016,2,8,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201603,2016,3,7,Y,2,Y,0.189294404
A01,PG03,P05,ITEM087,201604,2016,4,15,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201605,2016,5,14,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201606,2016,6,6,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201607,2016,7,13,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201608,2016,8,16,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201609,2016,9,8,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201610,2016,10,3,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201611,2016,11,6,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201612,2016,12,12,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201613,2016,13,1,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201614,2016,14,7,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201615,2016,15,6,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201616,2016,16,5,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201617,2016,17,3,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201618,2016,18,4,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201619,2016,19,6,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201620,2016,20,4,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201621,2016,21,8,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201622,2016,22,6,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201623,2016,23,5,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201624,2016,24,1,N,4,N,0
A01,PG03,P05,ITEM087,201625,2016,25,4,Y,1,N,0
A01,PG03,P05,ITEM087,201626,2016,26,7,Y,1,N,0
A01,PG03,P05,ITEM087,201627,2016,27,5,Y,1,N,0
A01,PG03,P05,ITEM087,201628,2016,28,8,Y,1,N,0
A01,PG03,P05,ITEM087,201629,2016,29,4,Y,1,N,0
A01,PG03,P05,ITEM087,201630,2016,30,2,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201631,2016,31,5,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201632,2016,32,5,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201633,2016,33,3,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201634,2016,34,2,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201635,2016,35,5,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201636,2016,36,4,Y,1,Y,0.189294404
A01,PG03,P05,ITEM087,201637,2016,37,8,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201638,2016,38,3,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201639,2016,39,8,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201640,2016,40,4,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201641,2016,41,6,Y,2,Y,0.189294404
A01,PG03,P05,ITEM087,201642,2016,42,12,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201643,2016,43,8,N,4,Y,0.189294404
A01,PG03,P05,ITEM087,201644,2016,44,2,Y,0,Y,0.270316302
A01,PG03,P05,ITEM087,201645,2016,45,6,Y,0,Y,0.270316302
A01,PG03,P05,ITEM087,201646,2016,46,4,Y,0,Y,0.270316302
A01,PG03,P05,ITEM087,201647,2016,47,18,Y,0,Y,0.270316302
A01,PG03,P05,ITEM087,201648,2016,48,6,Y,0,Y,0.270316302
A01,PG03,P05,ITEM087,201649,2016,49,1,N,4,Y,0.270316302
A01,PG03,P05,ITEM087,201650,2016,50,3,N,4,Y,0.270316302
A01,PG03,P05,ITEM087,201651,2016,51,1,N,4,Y,0.270316302
A01,PG03,P05,ITEM087,201652,2016,52,1,Y,1,Y,0.270316302
A01,PG03,P05,ITEM087,201701,2017,1,5,Y,1,Y,0.270316302
A01,PG03,P05,ITEM087,201702,2017,2,3,N,4,Y,0.270316302
A01,PG03,P05,ITEM087,201703,2017,3,5,Y,2,Y,0.270316302
A01,PG03,P05,ITEM087,201704,2017,4,6,N,4,Y,0.270316302
A01,PG03,P05,ITEM087,201705,2017,5,2,N,4,N,0
A01,PG03,P05,ITEM087,201706,2017,6,4,N,4,N,0
A01,PG03,P05,ITEM087,201707,2017,7,5,N,4,N,0
A01,PG03,P05,ITEM087,201708,2017,8,5,Y,1,N,0
A01,PG03,P05,ITEM087,201709,2017,9,8,N,4,N,0
A01,PG03,P05,ITEM087,201710,2017,10,2,N,4,N,0
A01,PG03,P05,ITEM087,201711,2017,11,5,N,4,N,0
A01,PG03,P05,ITEM087,201712,2017,12,7,N,4,N,0
A01,PG03,P05,ITEM087,201713,2017,13,2,N,4,N,0
A01,PG03,P05,ITEM087,201714,2017,14,4,N,4,N,0
A01,PG03,P05,ITEM087,201715,2017,15,4,N,4,N,0
A01,PG03,P05,ITEM087,201716,2017,16,3,N,4,N,0
A01,PG03,P05,ITEM087,201717,2017,17,4,N,4,N,0
A01,PG03,P05,ITEM087,201718,2017,18,7,N,4,N,0
A01,PG03,P05,ITEM087,201719,2017,19,4,N,4,N,0
A01,PG03,P05,ITEM087,201720,2017,20,5,Y,1,N,0
A01,PG03,P05,ITEM087,201721,2017,21,4,Y,1,N,0
A01,PG03,P05,ITEM087,201722,2017,22,7,Y,1,N,0
A01,PG03,P05,ITEM087,201723,2017,23,4,N,4,N,0
A01,PG03,P05,ITEM087,201724,2017,24,2,N,4,N,0
A01,PG03,P05,ITEM088,201612,2016,12,5,N,4,N,0
A01,PG03,P05,ITEM088,201613,2016,13,4,N,4,N,0
A01,PG03,P05,ITEM088,201614,2016,14,4,N,4,N,0
A01,PG03,P05,ITEM088,201615,2016,15,8,N,4,N,0
A01,PG03,P05,ITEM088,201616,2016,16,12,N,4,N,0
A01,PG03,P05,ITEM088,201617,2016,17,21,N,4,N,0
A01,PG03,P05,ITEM088,201618,2016,18,16,N,4,N,0
A01,PG03,P05,ITEM088,201619,2016,19,11,N,4,N,0
A01,PG03,P05,ITEM088,201620,2016,20,14,Y,1,N,0
A01,PG03,P05,ITEM088,201621,2016,21,25,Y,1,N,0
A01,PG03,P05,ITEM088,201622,2016,22,45,Y,1,N,0
A01,PG03,P05,ITEM088,201623,2016,23,32,N,4,Y,0.187804878
A01,PG03,P05,ITEM088,201624,2016,24,31,N,4,Y,0.187804878
A01,PG03,P05,ITEM088,201625,2016,25,133,Y,1,Y,0.312757974
A01,PG03,P05,ITEM088,201626,2016,26,240,Y,1,Y,0.312757974
A01,PG03,P05,ITEM088,201627,2016,27,280,Y,1,Y,0.312757974
A01,PG03,P05,ITEM088,201628,2016,28,193,Y,1,Y,0.312757974
A01,PG03,P05,ITEM088,201629,2016,29,39,Y,1,Y,0.187804878
A01,PG03,P05,ITEM088,201630,2016,30,41,N,4,Y,0.187804878
A01,PG03,P05,ITEM088,201631,2016,31,44,N,4,Y,0.187804878
