year,month,region,subsidiary,product,brand,model,model_group,Capa,feature,sales_qty,sales_price,mon
2015,OCT,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0332,MODELG0332,265,FEATURE2,9,11163,10
2015,OCT,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0286,MODELG0286,265,FEATURE2,79,63882,10
2015,OCT,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0282,MODELG0282,275,FEATURE2,2,1506,10
2015,OCT,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0333,MODELG0333,260,FEATURE2,1,1801,10
2015,OCT,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0061,MODELG0061,252,FEATURE2,231,160640,10
2015,OCT,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0336,MODELG0336,267,FEATURE2,28,27605,10
2015,OCT,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0330,MODELG0330,255,FEATURE2,24,28599,10
2015,OCT,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0322,MODELG0322,232,FEATURE2,3,2119,10
2015,OCT,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0340,MODELG0340,272,FEATURE2,2,2064,10
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0389,MODELG0389,290,FEATURE2,27,12454,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0391,MODELG0391,290,FEATURE2,27,14389,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0377,MODELG0377,290,FEATURE2,274,129243,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0378,MODELG0378,290,FEATURE2,727,347541,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0395,MODELG0394,288,FEATURE2,298,138453,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0387,MODELG0387,290,FEATURE2,10,5503,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0393,MODELG0393,286,FEATURE2,904,437821,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0379,MODELG0379,286,FEATURE2,2,1162,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0385,MODELG0385,290,FEATURE2,89,53337,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0402,MODELG0401,289,FEATURE2,682,352700,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0392,MODELG0392,288,FEATURE2,260,152895,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0403,MODELG0402,289,FEATURE2,345,162531,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0386,MODELG0386,290,FEATURE2,7,4595,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0404,MODELG0403,288,FEATURE2,523,294771,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0405,MODELG0404,288,FEATURE2,25,12228,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0609,MODELG0598,286,FEATURE2,1,325,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0275,MODELG0275,233,FEATURE2,9,5866,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0100,MODELG0100,287,FEATURE2,8,6604,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0106,MODELG0106,287,FEATURE2,19,14866,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0300,MODELG0300,280,FEATURE2,32,28730,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0283,MODELG0283,267,FEATURE2,14,11145,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0284,MODELG0284,274,FEATURE2,1,793,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0304,MODELG0304,245,FEATURE2,3,6415,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0332,MODELG0332,265,FEATURE2,15,21446,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0286,MODELG0286,265,FEATURE2,100,71219,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0327,MODELG0327,255,FEATURE2,3,5759,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0333,MODELG0333,260,FEATURE2,2,3441,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0061,MODELG0061,252,FEATURE2,171,118001,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0336,MODELG0336,267,FEATURE2,82,76446,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0330,MODELG0330,255,FEATURE2,32,41216,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0322,MODELG0322,232,FEATURE2,6,4904,11
2015,NOV,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0340,MODELG0340,272,FEATURE2,4,4083,11
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0389,MODELG0389,290,FEATURE2,28,13994,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0391,MODELG0391,290,FEATURE2,6,2831,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0377,MODELG0377,290,FEATURE2,270,118747,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0378,MODELG0378,290,FEATURE2,361,167057,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0395,MODELG0394,288,FEATURE2,165,76886,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0388,MODELG0388,290,FEATURE2,4,2117,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0387,MODELG0387,290,FEATURE2,11,5496,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0393,MODELG0393,286,FEATURE2,1654,726861,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0379,MODELG0379,286,FEATURE2,2,1588,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0385,MODELG0385,290,FEATURE2,284,151385,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0402,MODELG0401,289,FEATURE2,840,416268,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0392,MODELG0392,288,FEATURE2,303,169656,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0403,MODELG0402,289,FEATURE2,333,159604,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0386,MODELG0386,290,FEATURE2,1,573,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0404,MODELG0403,288,FEATURE2,825,432048,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0405,MODELG0404,288,FEATURE2,136,73093,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0275,MODELG0275,233,FEATURE2,42,32805,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0100,MODELG0100,287,FEATURE2,1,525,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0106,MODELG0106,287,FEATURE2,7,5328,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0300,MODELG0300,280,FEATURE2,53,47772,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0283,MODELG0283,267,FEATURE2,10,8020,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0284,MODELG0284,274,FEATURE2,6,6106,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0304,MODELG0304,245,FEATURE2,2,3736,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0332,MODELG0332,265,FEATURE2,5,5706,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0286,MODELG0286,265,FEATURE2,81,59282,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0333,MODELG0333,260,FEATURE2,4,6411,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0061,MODELG0061,252,FEATURE2,247,164830,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0336,MODELG0336,267,FEATURE2,15,13986,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0330,MODELG0330,255,FEATURE2,2,1908,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0322,MODELG0322,232,FEATURE2,6,4808,12
2015,DEC,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0340,MODELG0340,272,FEATURE2,6,5601,12
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0389,MODELG0389,290,FEATURE2,38,17347,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0391,MODELG0391,290,FEATURE2,6,3161,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0377,MODELG0377,290,FEATURE2,555,244881,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0374,MODELG0374,286,FEATURE2,3,1912,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0378,MODELG0378,290,FEATURE2,197,93753,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0395,MODELG0394,288,FEATURE2,275,118916,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0387,MODELG0387,290,FEATURE2,263,112483,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0393,MODELG0393,286,FEATURE2,2895,1327321,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0379,MODELG0379,286,FEATURE2,10,5421,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0385,MODELG0385,290,FEATURE2,195,91264,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0402,MODELG0401,289,FEATURE2,938,469667,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0392,MODELG0392,288,FEATURE2,243,138854,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0403,MODELG0402,289,FEATURE2,477,218048,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0386,MODELG0386,290,FEATURE2,1,380,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0404,MODELG0403,288,FEATURE2,61,34714,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0405,MODELG0404,288,FEATURE2,766,406845,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0609,MODELG0598,286,FEATURE2,1,241,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0275,MODELG0275,233,FEATURE2,6,3889,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0100,MODELG0100,287,FEATURE2,3,1439,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0106,MODELG0106,287,FEATURE2,12,9434,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0300,MODELG0300,280,FEATURE2,65,60743,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0283,MODELG0283,267,FEATURE2,4,2378,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0060,MODELG0060,250,FEATURE2,4,2116,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0284,MODELG0284,274,FEATURE2,3,1927,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0332,MODELG0332,265,FEATURE2,32,45323,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0286,MODELG0286,265,FEATURE2,61,42675,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0061,MODELG0061,252,FEATURE2,262,180677,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0336,MODELG0336,267,FEATURE2,17,16366,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0330,MODELG0330,255,FEATURE2,4,5096,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0322,MODELG0322,232,FEATURE2,2,1612,1
2016,JAN,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0340,MODELG0340,272,FEATURE2,9,8930,1
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0389,MODELG0389,290,FEATURE2,5,2400,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0391,MODELG0391,290,FEATURE2,25,15456,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0377,MODELG0377,290,FEATURE2,310,138636,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0374,MODELG0374,286,FEATURE2,1,978,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0378,MODELG0378,290,FEATURE2,94,46603,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0395,MODELG0394,288,FEATURE2,60,31431,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0387,MODELG0387,290,FEATURE2,26,11775,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0393,MODELG0393,286,FEATURE2,1143,536862,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0385,MODELG0385,290,FEATURE2,101,52560,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0402,MODELG0401,289,FEATURE2,734,373905,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0392,MODELG0392,288,FEATURE2,354,196839,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0403,MODELG0402,289,FEATURE2,296,129785,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0404,MODELG0403,288,FEATURE2,694,372610,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0405,MODELG0404,288,FEATURE2,181,95806,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0275,MODELG0275,233,FEATURE2,2,1306,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0108,MODELG0108,287,FEATURE2,2,1030,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0106,MODELG0106,287,FEATURE2,17,13283,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0300,MODELG0300,280,FEATURE2,11,9525,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0283,MODELG0283,267,FEATURE2,1,652,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0060,MODELG0060,250,FEATURE2,4,2098,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0332,MODELG0332,265,FEATURE2,5,6497,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0286,MODELG0286,265,FEATURE2,131,99801,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0327,MODELG0327,255,FEATURE2,2,2841,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0333,MODELG0333,260,FEATURE2,1,1901,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0061,MODELG0061,252,FEATURE2,266,171956,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0336,MODELG0336,267,FEATURE2,54,51512,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0330,MODELG0330,255,FEATURE2,42,54782,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0322,MODELG0322,232,FEATURE2,8,6791,2
2016,FEB,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0340,MODELG0340,272,FEATURE2,4,3616,2
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0389,MODELG0389,290,FEATURE2,9,4416,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0391,MODELG0391,290,FEATURE2,5,2609,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0377,MODELG0377,290,FEATURE2,226,104340,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0378,MODELG0378,290,FEATURE2,105,52960,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0395,MODELG0394,288,FEATURE2,44,22645,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0387,MODELG0387,290,FEATURE2,8,3723,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0393,MODELG0393,286,FEATURE2,1142,535372,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0379,MODELG0379,286,FEATURE2,1,527,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0385,MODELG0385,290,FEATURE2,138,75715,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0402,MODELG0401,289,FEATURE2,600,307738,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0392,MODELG0392,288,FEATURE2,152,83156,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0403,MODELG0402,289,FEATURE2,446,207574,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0404,MODELG0403,288,FEATURE2,234,125585,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0405,MODELG0404,288,FEATURE2,57,29553,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0401,MODELG0400,289,FEATURE2,1,456,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0275,MODELG0275,233,FEATURE2,1,375,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0300,MODELG0300,280,FEATURE2,7,5870,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0283,MODELG0283,267,FEATURE2,5,3256,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0284,MODELG0284,274,FEATURE2,1,880,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0332,MODELG0332,265,FEATURE2,3,4237,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0286,MODELG0286,265,FEATURE2,133,87503,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0281,MODELG0281,274,FEATURE2,1,321,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0282,MODELG0282,275,FEATURE2,2,1468,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0327,MODELG0327,255,FEATURE2,10,16966,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0067,MODELG0067,288,FEATURE2,12,8232,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0333,MODELG0333,260,FEATURE2,2,3242,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0061,MODELG0061,252,FEATURE2,185,126834,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0336,MODELG0336,267,FEATURE2,52,53296,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0330,MODELG0330,255,FEATURE2,15,17009,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0322,MODELG0322,232,FEATURE2,6,5201,3
2016,MAR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0340,MODELG0340,272,FEATURE2,11,10406,3
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0389,MODELG0389,290,FEATURE2,11,5740,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0391,MODELG0391,290,FEATURE2,9,4828,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0377,MODELG0377,290,FEATURE2,228,111197,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0374,MODELG0374,286,FEATURE2,1,868,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0378,MODELG0378,290,FEATURE2,124,63513,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0395,MODELG0394,288,FEATURE2,65,34742,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0387,MODELG0387,290,FEATURE2,129,61168,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0393,MODELG0393,286,FEATURE2,1184,579318,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0385,MODELG0385,290,FEATURE2,251,139429,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0402,MODELG0401,289,FEATURE2,721,383639,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0392,MODELG0392,288,FEATURE2,38,27116,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0403,MODELG0402,289,FEATURE2,346,175612,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0404,MODELG0403,288,FEATURE2,33,21842,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0405,MODELG0404,288,FEATURE2,44,23482,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0275,MODELG0275,233,FEATURE2,1,639,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0300,MODELG0300,280,FEATURE2,1,772,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0283,MODELG0283,267,FEATURE2,12,8488,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0284,MODELG0284,274,FEATURE2,1,1029,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0304,MODELG0304,245,FEATURE2,1,2302,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0332,MODELG0332,265,FEATURE2,4,4006,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0286,MODELG0286,265,FEATURE2,146,106191,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0333,MODELG0333,260,FEATURE2,1,1828,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0061,MODELG0061,252,FEATURE2,341,223447,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0336,MODELG0336,267,FEATURE2,84,88981,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0330,MODELG0330,255,FEATURE2,2,2673,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0322,MODELG0322,232,FEATURE2,8,7332,4
2016,APR,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0340,MODELG0340,272,FEATURE2,12,12656,4
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0389,MODELG0389,290,FEATURE2,5,2696,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0391,MODELG0391,290,FEATURE2,9,4370,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0377,MODELG0377,290,FEATURE2,199,96083,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0378,MODELG0378,290,FEATURE2,160,83938,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0395,MODELG0394,288,FEATURE2,145,71206,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0387,MODELG0387,290,FEATURE2,249,124074,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0393,MODELG0393,286,FEATURE2,1731,854017,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0379,MODELG0379,286,FEATURE2,1,278,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0385,MODELG0385,290,FEATURE2,103,63324,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0402,MODELG0401,289,FEATURE2,891,483308,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0392,MODELG0392,288,FEATURE2,68,48148,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0403,MODELG0402,289,FEATURE2,760,365129,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0386,MODELG0386,290,FEATURE2,1,426,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0404,MODELG0403,288,FEATURE2,54,38479,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND2,MODEL0405,MODELG0404,288,FEATURE2,22,12013,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0275,MODELG0275,233,FEATURE2,3,1625,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0300,MODELG0300,280,FEATURE2,9,6668,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0283,MODELG0283,267,FEATURE2,4,3206,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0060,MODELG0060,250,FEATURE2,42,24700,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0332,MODELG0332,265,FEATURE2,13,16282,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0286,MODELG0286,265,FEATURE2,167,134008,5
2016,MAY,Europe,SUBSIDIARY1,PRODUCT1,BRAND1,MODEL0327,MODELG0327,255,FEATURE2,1,2015,5
