balance,stock,label
796000000,24666666,diamond
548000000,48666666,diamond
720000000,73000000,vip
752000000,34666666,diamond
246000000,22000000,normal
532000000,52000000,diamond
612000000,34666666,diamond
282000000,23500000,normal
256000000,17500000,normal
284000000,25000000,normal
290000000,27500000,normal
688000000,24666666,diamond
700000000,47333333,diamond
258000000,24500000,normal
260000000,25000000,normal
280000000,25500000,normal
708000000,33333333,diamond
776000000,62000000,vip
608000000,34666666,diamond
536000000,46000000,diamond
268000000,20500000,normal
664000000,42000000,diamond
732000000,28000000,diamond
684000000,45333333,diamond
740000000,73000000,vip
274000000,25500000,normal
684000000,45333333,diamond
632000000,30000000,diamond
756000000,70000000,vip
254000000,26000000,normal
708000000,74000000,vip
688000000,38000000,diamond
260000000,21000000,normal
796000000,80000000,vip
656000000,45333333,diamond
704000000,33333333,diamond
696000000,35333333,diamond
792000000,59000000,vip
704000000,77000000,vip
720000000,34000000,diamond
608000000,45333333,diamond
696000000,38000000,diamond
680000000,26666666,diamond
254000000,25000000,normal
720000000,31333333,diamond
272000000,23000000,normal
294000000,22000000,normal
720000000,42000000,diamond
246000000,21500000,normal
258000000,33500000,normal
768000000,31333333,diamond
792000000,66000000,vip
576000000,53333333,diamond
600000000,38666666,diamond
254000000,35500000,normal
276000000,23500000,normal
266000000,22000000,normal
672000000,51333333,diamond
302000000,17500000,normal
660000000,30000000,diamond
628000000,46666666,diamond
800000000,74000000,vip
318000000,18500000,normal
274000000,24500000,normal
616000000,39333333,diamond
732000000,34666666,diamond
784000000,55000000,vip
744000000,73000000,vip
270000000,21500000,normal
732000000,78000000,vip
668000000,37333333,diamond
656000000,24666666,diamond
696000000,38000000,diamond
672000000,40000000,diamond
788000000,24000000,diamond
242000000,22500000,normal
712000000,47333333,diamond
692000000,48666666,diamond
712000000,44000000,diamond
672000000,34000000,diamond
688000000,26000000,diamond
768000000,28666666,diamond
274000000,26500000,normal
512000000,50666666,diamond
728000000,40666666,diamond
712000000,44666666,diamond
668000000,46666666,diamond
748000000,40000000,diamond
616000000,50000000,diamond
776000000,63000000,vip
680000000,52000000,diamond
272000000,24500000,normal
306000000,20000000,normal
282000000,26500000,normal
676000000,40666666,diamond
704000000,28666666,diamond
748000000,33333333,diamond
720000000,28000000,diamond
250000000,20000000,normal
254000000,29000000,normal
258000000,22500000,normal
732000000,24000000,diamond
310000000,17500000,normal
288000000,23000000,normal
784000000,26666666,diamond
696000000,35333333,diamond
314000000,19500000,normal
724000000,33333333,diamond
708000000,28000000,diamond
244000000,33000000,normal
800000000,28000000,diamond
736000000,26000000,diamond
278000000,22000000,normal
800000000,24000000,diamond
772000000,60000000,vip
668000000,24000000,diamond
724000000,38000000,diamond
640000000,32000000,diamond
250000000,31000000,normal
286000000,26000000,normal
540000000,48666666,diamond
620000000,42000000,diamond
684000000,43333333,diamond
280000000,18000000,normal
548000000,49333333,diamond
640000000,30000000,diamond
728000000,76000000,vip
496000000,52666666,diamond
664000000,36000000,diamond
736000000,36666666,diamond
572000000,44000000,diamond
564000000,46000000,diamond
672000000,50000000,diamond
716000000,41333333,diamond
242000000,19000000,normal
580000000,38000000,diamond
660000000,30000000,diamond
784000000,63000000,vip
306000000,22000000,normal
664000000,36000000,diamond
532000000,46000000,diamond
624000000,46000000,diamond
564000000,40000000,diamond
556000000,51333333,diamond
620000000,36000000,diamond
724000000,30000000,diamond
748000000,68000000,vip
274000000,27500000,normal
636000000,48000000,diamond
688000000,80000000,vip
752000000,25333333,diamond
664000000,35333333,diamond
800000000,60000000,vip
616000000,52666666,diamond
548000000,46666666,diamond
612000000,48000000,diamond
740000000,37333333,diamond
240000000,26500000,normal
616000000,46000000,diamond
250000000,31000000,normal
668000000,28666666,diamond
604000000,48666666,diamond
580000000,42000000,diamond
680000000,29333333,diamond
584000000,51333333,diamond
266000000,18500000,normal
616000000,50000000,diamond
700000000,47333333,diamond
660000000,48666666,diamond
256000000,34500000,normal
596000000,50666666,diamond
700000000,47333333,diamond
684000000,46666666,diamond
268000000,29500000,normal
284000000,24000000,normal
692000000,36666666,diamond
676000000,32000000,diamond
712000000,41333333,diamond
636000000,36000000,diamond
636000000,45333333,diamond
768000000,32000000,diamond
716000000,34000000,diamond
776000000,27333333,diamond
246000000,33000000,normal
632000000,34666666,diamond
280000000,21000000,normal
292000000,20000000,normal
552000000,42000000,diamond
728000000,30000000,diamond
764000000,61000000,vip
796000000,54000000,vip
306000000,23000000,normal
604000000,38666666,diamond
776000000,34000000,diamond
282000000,26000000,normal
600000000,35333333,diamond
684000000,37333333,diamond
242000000,21500000,normal
284000000,26500000,normal
788000000,62000000,vip
540000000,46000000,diamond
640000000,28000000,diamond
258000000,21500000,normal
244000000,33500000,normal
668000000,37333333,diamond
306000000,20500000,normal
262000000,34500000,normal
768000000,26000000,diamond
676000000,36666666,diamond
290000000,25000000,normal
780000000,74000000,vip
720000000,40000000,diamond
552000000,50666666,diamond
580000000,38000000,diamond
768000000,24000000,diamond
720000000,41333333,diamond
580000000,42000000,diamond
752000000,70000000,vip
608000000,38000000,diamond
242000000,18500000,normal
800000000,61000000,vip
792000000,32666666,diamond
260000000,35000000,normal
246000000,38000000,normal
524000000,49333333,diamond
246000000,35500000,normal
504000000,52666666,diamond
696000000,30666666,diamond
688000000,32666666,diamond
262000000,32500000,normal
676000000,40000000,diamond
620000000,48000000,diamond
700000000,36666666,diamond
752000000,38666666,diamond
260000000,28000000,normal
732000000,73000000,vip
252000000,31500000,normal
748000000,76000000,vip
632000000,30000000,diamond
258000000,27500000,normal
600000000,38666666,diamond
724000000,80000000,vip
640000000,46666666,diamond
588000000,38000000,diamond
278000000,21500000,normal
296000000,18000000,normal
776000000,24000000,diamond
248000000,33500000,normal
780000000,35333333,diamond
732000000,27333333,diamond
266000000,31500000,normal
608000000,44666666,diamond
250000000,32500000,normal
596000000,50666666,diamond
740000000,37333333,diamond
700000000,41333333,diamond
676000000,24000000,diamond
612000000,33333333,diamond
744000000,41333333,diamond
788000000,78000000,vip
632000000,37333333,diamond
676000000,31333333,diamond
740000000,29333333,diamond
516000000,51333333,diamond
784000000,59000000,vip
632000000,50666666,diamond
520000000,47333333,diamond
716000000,28000000,diamond
624000000,35333333,diamond
800000000,63000000,vip
704000000,38000000,diamond
254000000,31000000,normal
604000000,39333333,diamond
242000000,36000000,normal
732000000,72000000,vip
780000000,61000000,vip
248000000,36500000,normal
748000000,23333333,diamond
728000000,44000000,diamond
676000000,31333333,diamond
744000000,24000000,diamond
568000000,45333333,diamond
756000000,74000000,vip
784000000,32666666,diamond
632000000,35333333,diamond
516000000,50000000,diamond
296000000,25000000,normal
322000000,19500000,normal
644000000,31333333,diamond
800000000,26666666,diamond
246000000,18500000,normal
708000000,36000000,diamond
736000000,26666666,diamond
306000000,19000000,normal
544000000,46000000,diamond
250000000,24000000,normal
720000000,38000000,diamond
628000000,46666666,diamond
608000000,35333333,diamond
732000000,74000000,vip
244000000,23000000,normal
242000000,19500000,normal
736000000,79000000,vip
664000000,50666666,diamond
616000000,50000000,diamond
612000000,50000000,diamond
764000000,30000000,diamond
708000000,47333333,diamond
648000000,52666666,diamond
656000000,35333333,diamond
784000000,77000000,vip
636000000,34666666,diamond
800000000,75000000,vip
684000000,52666666,diamond
668000000,36000000,diamond
240000000,21000000,normal
242000000,18000000,normal
680000000,31333333,diamond
242000000,21000000,normal
680000000,35333333,diamond
792000000,75000000,vip
608000000,50666666,diamond
256000000,27500000,normal
254000000,35000000,normal
788000000,29333333,diamond
720000000,28000000,diamond
660000000,44666666,diamond
256000000,31500000,normal
648000000,47333333,diamond
244000000,33000000,normal
776000000,30000000,diamond
696000000,36000000,diamond
732000000,28666666,diamond
748000000,34000000,diamond
732000000,70000000,vip
796000000,56000000,vip
768000000,60000000,vip
584000000,44000000,diamond
728000000,37333333,diamond
572000000,39333333,diamond
684000000,23333333,diamond
308000000,22500000,normal
784000000,76000000,vip
688000000,38666666,diamond
736000000,30000000,diamond
700000000,35333333,diamond
288000000,20500000,normal
640000000,37333333,diamond
560000000,47333333,diamond
600000000,34000000,diamond
724000000,38000000,diamond
624000000,52000000,diamond
756000000,23333333,diamond
780000000,28666666,diamond
276000000,25000000,normal
270000000,19500000,normal
772000000,71000000,vip
684000000,36666666,diamond
760000000,76000000,vip
284000000,22500000,normal
800000000,26666666,diamond
584000000,42666666,diamond
784000000,56000000,vip
696000000,43333333,diamond
756000000,73000000,vip
246000000,18000000,normal
564000000,43333333,diamond
282000000,22000000,normal
592000000,50666666,diamond
596000000,35333333,diamond
294000000,22000000,normal
280000000,22000000,normal
792000000,30000000,diamond
652000000,25333333,diamond
764000000,39333333,diamond
292000000,20500000,normal
274000000,22500000,normal
246000000,34000000,normal
528000000,51333333,diamond
568000000,46000000,diamond
720000000,23333333,diamond
712000000,46666666,diamond
300000000,18500000,normal
532000000,45333333,diamond
684000000,48000000,diamond
254000000,28500000,normal
764000000,32000000,diamond
640000000,48000000,diamond
244000000,27000000,normal
270000000,27000000,normal
748000000,73000000,vip
256000000,36000000,normal
772000000,80000000,vip
732000000,25333333,diamond
272000000,26500000,normal
286000000,28000000,normal
588000000,45333333,diamond
326000000,18000000,normal
274000000,30000000,normal
280000000,26500000,normal
720000000,40666666,diamond
246000000,37500000,normal
752000000,24000000,diamond
784000000,66000000,vip
242000000,35500000,normal
744000000,38000000,diamond
668000000,49333333,diamond
540000000,49333333,diamond
500000000,51333333,diamond
800000000,56000000,vip
748000000,40666666,diamond
692000000,40000000,diamond
800000000,25333333,diamond
616000000,38666666,diamond
252000000,20500000,normal
248000000,19000000,normal
244000000,17500000,normal
266000000,21500000,normal
504000000,52666666,diamond
318000000,19000000,normal
692000000,28666666,diamond
604000000,53333333,diamond
274000000,25000000,normal
286000000,21000000,normal
648000000,51333333,diamond
792000000,62000000,vip
264000000,20500000,normal
764000000,74000000,vip
688000000,34000000,diamond
278000000,30000000,normal
672000000,43333333,diamond
552000000,42000000,diamond
656000000,52666666,diamond
640000000,32666666,diamond
652000000,29333333,diamond
268000000,23000000,normal
672000000,41333333,diamond
684000000,30000000,diamond
680000000,32000000,diamond
252000000,28500000,normal
708000000,37333333,diamond
572000000,44666666,diamond
728000000,23333333,diamond
660000000,48666666,diamond
258000000,35500000,normal
592000000,50666666,diamond
264000000,30500000,normal
264000000,24500000,normal
544000000,45333333,diamond
556000000,48000000,diamond
740000000,42666666,diamond
724000000,42000000,diamond
244000000,21000000,normal
632000000,32666666,diamond
680000000,36000000,diamond
278000000,21000000,normal
656000000,36000000,diamond
264000000,24500000,normal
748000000,25333333,diamond
580000000,45333333,diamond
720000000,42000000,diamond
248000000,17500000,normal
588000000,41333333,diamond
704000000,42000000,diamond
242000000,22500000,normal
732000000,78000000,vip
732000000,28000000,diamond
608000000,39333333,diamond
648000000,42000000,diamond
628000000,48666666,diamond
736000000,36666666,diamond
752000000,71000000,vip
664000000,29333333,diamond
700000000,42000000,diamond
278000000,29000000,normal
624000000,36666666,diamond
748000000,36666666,diamond
728000000,80000000,vip
286000000,25000000,normal
244000000,37000000,normal
752000000,71000000,vip
676000000,31333333,diamond
688000000,37333333,diamond
256000000,19000000,normal
668000000,24000000,diamond
260000000,29000000,normal
764000000,34666666,diamond
240000000,35000000,normal
250000000,25500000,normal
306000000,22500000,normal
676000000,27333333,diamond
274000000,25500000,normal
616000000,52666666,diamond
712000000,32000000,diamond
248000000,30000000,normal
620000000,31333333,diamond
284000000,22500000,normal
672000000,49333333,diamond
740000000,77000000,vip
528000000,53333333,diamond
796000000,25333333,diamond
260000000,22500000,normal
636000000,50000000,diamond
676000000,47333333,diamond
628000000,35333333,diamond
800000000,25333333,diamond
684000000,49333333,diamond
620000000,35333333,diamond
784000000,73000000,vip
780000000,35333333,diamond
242000000,20000000,normal
250000000,28500000,normal
660000000,32666666,diamond
254000000,33500000,normal
784000000,58000000,vip
704000000,48666666,diamond
560000000,45333333,diamond
752000000,30666666,diamond
252000000,28000000,normal
260000000,19000000,normal
536000000,46666666,diamond
752000000,69000000,vip
768000000,37333333,diamond
274000000,19000000,normal
660000000,44666666,diamond
680000000,32000000,diamond
700000000,41333333,diamond
254000000,25000000,normal
284000000,18000000,normal
272000000,21000000,normal
604000000,37333333,diamond
250000000,19500000,normal
684000000,28000000,diamond
700000000,46666666,diamond
768000000,73000000,vip
258000000,25000000,normal
760000000,36000000,diamond
316000000,20500000,normal
780000000,78000000,vip
736000000,42666666,diamond
652000000,47333333,diamond
242000000,28000000,normal
620000000,39333333,diamond
656000000,45333333,diamond
624000000,35333333,diamond
696000000,36666666,diamond
272000000,24500000,normal
796000000,76000000,vip
250000000,35500000,normal
640000000,42000000,diamond
792000000,66000000,vip
668000000,39333333,diamond
264000000,17500000,normal
252000000,25000000,normal
312000000,20000000,normal
656000000,24666666,diamond
286000000,19000000,normal
664000000,41333333,diamond
258000000,21500000,normal
664000000,49333333,diamond
246000000,20000000,normal
324000000,18000000,normal
788000000,67000000,vip
608000000,46666666,diamond
780000000,72000000,vip
640000000,41333333,diamond
262000000,29000000,normal
242000000,37500000,normal
608000000,48000000,diamond
628000000,49333333,diamond
740000000,75000000,vip
296000000,18500000,normal
692000000,24000000,diamond
644000000,32666666,diamond
728000000,42666666,diamond
716000000,28000000,diamond
780000000,79000000,vip
624000000,52000000,diamond
262000000,30500000,normal
264000000,33500000,normal
600000000,38666666,diamond
764000000,65000000,vip
276000000,18500000,normal
656000000,53333333,diamond
748000000,40666666,diamond
656000000,42666666,diamond
756000000,26000000,diamond
716000000,38000000,diamond
648000000,50666666,diamond
748000000,35333333,diamond
664000000,41333333,diamond
764000000,63000000,vip
660000000,48000000,diamond
552000000,50000000,diamond
636000000,50666666,diamond
776000000,33333333,diamond
246000000,36500000,normal
792000000,74000000,vip
306000000,19500000,normal
736000000,32666666,diamond
244000000,34500000,normal
760000000,40000000,diamond
516000000,53333333,diamond
800000000,32000000,diamond
724000000,27333333,diamond
306000000,22000000,normal
552000000,42666666,diamond
258000000,20000000,normal
660000000,44666666,diamond
608000000,34000000,diamond
516000000,52000000,diamond
240000000,18000000,normal
552000000,50000000,diamond
656000000,49333333,diamond
688000000,37333333,diamond
768000000,60000000,vip
672000000,24666666,diamond
636000000,49333333,diamond
748000000,78000000,vip
636000000,42000000,diamond
256000000,28000000,normal
784000000,30000000,diamond
324000000,18500000,normal
672000000,46000000,diamond
704000000,48000000,diamond
272000000,25000000,normal
704000000,38000000,diamond
262000000,25500000,normal
240000000,32000000,normal
302000000,19000000,normal
248000000,20500000,normal
242000000,21500000,normal
266000000,24000000,normal
672000000,42666666,diamond
292000000,23500000,normal
282000000,25500000,normal
620000000,35333333,diamond
744000000,30666666,diamond
688000000,38666666,diamond
260000000,23000000,normal
760000000,30666666,diamond
748000000,73000000,vip
288000000,21500000,normal
736000000,26666666,diamond
748000000,36000000,diamond
250000000,19000000,normal
580000000,38666666,diamond
660000000,34666666,diamond
700000000,29333333,diamond
256000000,31000000,normal
764000000,69000000,vip
258000000,26500000,normal
248000000,35000000,normal
664000000,34666666,diamond
612000000,46000000,diamond
544000000,48666666,diamond
660000000,41333333,diamond
776000000,32666666,diamond
520000000,53333333,diamond
290000000,27500000,normal
624000000,45333333,diamond
760000000,72000000,vip
280000000,19500000,normal
664000000,31333333,diamond
616000000,50000000,diamond
720000000,30000000,diamond
728000000,29333333,diamond
240000000,36000000,normal
588000000,36000000,diamond
600000000,38666666,diamond
636000000,44000000,diamond
776000000,77000000,vip
504000000,50000000,diamond
620000000,49333333,diamond
496000000,51333333,diamond
780000000,23333333,diamond
242000000,25000000,normal
668000000,26000000,diamond
712000000,36000000,diamond
636000000,38000000,diamond
516000000,50666666,diamond
676000000,47333333,diamond
684000000,26000000,diamond
256000000,18500000,normal
696000000,38666666,diamond
692000000,26000000,diamond
576000000,42666666,diamond
700000000,49333333,diamond
240000000,20000000,normal
254000000,28000000,normal
268000000,33000000,normal
772000000,77000000,vip
696000000,35333333,diamond
740000000,66000000,vip
656000000,49333333,diamond
636000000,30666666,diamond
648000000,29333333,diamond
246000000,25000000,normal
656000000,28666666,diamond
632000000,52000000,diamond
796000000,59000000,vip
772000000,73000000,vip
656000000,41333333,diamond
298000000,25500000,normal
772000000,30666666,diamond
304000000,21000000,normal
744000000,40666666,diamond
612000000,48666666,diamond
264000000,27500000,normal
688000000,44666666,diamond
800000000,53000000,vip
780000000,26000000,diamond
280000000,23000000,normal
644000000,51333333,diamond
760000000,32000000,diamond
290000000,17500000,normal
298000000,22500000,normal
306000000,22500000,normal
608000000,52000000,diamond
636000000,52000000,diamond
568000000,51333333,diamond
708000000,75000000,vip
284000000,22500000,normal
760000000,80000000,vip
572000000,51333333,diamond
744000000,68000000,vip
298000000,22500000,normal
756000000,69000000,vip
270000000,20000000,normal
556000000,52666666,diamond
672000000,38666666,diamond
672000000,37333333,diamond
744000000,80000000,vip
656000000,30000000,diamond
264000000,27500000,normal
256000000,26000000,normal
596000000,42000000,diamond
250000000,34000000,normal
784000000,61000000,vip
624000000,42000000,diamond
700000000,33333333,diamond
624000000,38666666,diamond
720000000,44666666,diamond
268000000,17500000,normal
664000000,48666666,diamond
608000000,36666666,diamond
748000000,33333333,diamond
732000000,80000000,vip
612000000,38000000,diamond
640000000,34000000,diamond
264000000,30000000,normal
612000000,52000000,diamond
776000000,64000000,vip
266000000,26000000,normal
796000000,80000000,vip
252000000,22000000,normal
796000000,25333333,diamond
580000000,53333333,diamond
616000000,46666666,diamond
696000000,26000000,diamond
720000000,72000000,vip
800000000,80000000,vip
560000000,46000000,diamond
248000000,27500000,normal
704000000,35333333,diamond
588000000,53333333,diamond
656000000,38666666,diamond
688000000,80000000,vip
628000000,31333333,diamond
324000000,19000000,normal
692000000,49333333,diamond
744000000,40000000,diamond
580000000,49333333,diamond
246000000,38500000,normal
696000000,46666666,diamond
584000000,46666666,diamond
800000000,26666666,diamond
744000000,23333333,diamond
600000000,50000000,diamond
680000000,40000000,diamond
242000000,29500000,normal
260000000,32500000,normal
244000000,22500000,normal
780000000,70000000,vip
290000000,26500000,normal
780000000,78000000,vip
242000000,31500000,normal
704000000,40000000,diamond
704000000,42000000,diamond
688000000,40000000,diamond
584000000,45333333,diamond
792000000,67000000,vip
752000000,40666666,diamond
652000000,36666666,diamond
800000000,26666666,diamond
264000000,30500000,normal
740000000,27333333,diamond
752000000,38666666,diamond
788000000,76000000,vip
636000000,44000000,diamond
296000000,24000000,normal
772000000,58000000,vip
744000000,30666666,diamond
744000000,31333333,diamond
784000000,70000000,vip
800000000,54000000,vip
776000000,80000000,vip
660000000,30000000,diamond
772000000,36666666,diamond
254000000,22000000,normal
310000000,18000000,normal
240000000,37500000,normal
724000000,23333333,diamond
744000000,40000000,diamond
604000000,34666666,diamond
752000000,28666666,diamond
270000000,30000000,normal
588000000,37333333,diamond
608000000,36000000,diamond
748000000,30666666,diamond
636000000,45333333,diamond
568000000,51333333,diamond
262000000,32500000,normal
310000000,21500000,normal
620000000,30666666,diamond
616000000,39333333,diamond
788000000,64000000,vip
688000000,24000000,diamond
572000000,52666666,diamond
552000000,44000000,diamond
532000000,51333333,diamond
748000000,29333333,diamond
680000000,44000000,diamond
788000000,70000000,vip
278000000,18000000,normal
672000000,50666666,diamond
244000000,23000000,normal
254000000,22500000,normal
596000000,41333333,diamond
692000000,38666666,diamond
584000000,43333333,diamond
580000000,38666666,diamond
248000000,23500000,normal
724000000,44000000,diamond
282000000,18000000,normal
628000000,33333333,diamond
620000000,53333333,diamond
240000000,22000000,normal
796000000,27333333,diamond
540000000,49333333,diamond
316000000,19500000,normal
516000000,49333333,diamond
244000000,37500000,normal
274000000,18000000,normal
302000000,20500000,normal
528000000,50666666,diamond
588000000,42000000,diamond
716000000,34000000,diamond
260000000,29000000,normal
600000000,40666666,diamond
668000000,48666666,diamond
272000000,24500000,normal
756000000,35333333,diamond
748000000,25333333,diamond
772000000,66000000,vip
616000000,34000000,diamond
716000000,45333333,diamond
572000000,45333333,diamond
768000000,35333333,diamond
728000000,28666666,diamond
704000000,79000000,vip
250000000,35500000,normal
252000000,19000000,normal
800000000,32000000,diamond
712000000,73000000,vip
636000000,38666666,diamond
684000000,52000000,diamond
676000000,52666666,diamond
264000000,17500000,normal
708000000,33333333,diamond
752000000,37333333,diamond
628000000,32000000,diamond
724000000,78000000,vip
280000000,28000000,normal
256000000,31000000,normal
664000000,40666666,diamond
636000000,34000000,diamond
244000000,29000000,normal
290000000,18500000,normal
266000000,26500000,normal
304000000,23000000,normal
676000000,29333333,diamond
792000000,24666666,diamond
768000000,31333333,diamond
688000000,47333333,diamond
296000000,20000000,normal
624000000,52000000,diamond
272000000,26000000,normal
256000000,36000000,normal
760000000,34000000,diamond
660000000,39333333,diamond
748000000,41333333,diamond
688000000,26000000,diamond
312000000,18500000,normal
648000000,30000000,diamond
692000000,26666666,diamond
664000000,50666666,diamond
628000000,47333333,diamond
604000000,38000000,diamond
764000000,26666666,diamond
254000000,29000000,normal
652000000,26000000,diamond
620000000,47333333,diamond
242000000,33000000,normal
800000000,71000000,vip
600000000,36000000,diamond
268000000,31000000,normal
780000000,23333333,diamond
768000000,38666666,diamond
262000000,21500000,normal
288000000,22000000,normal
684000000,45333333,diamond
292000000,17500000,normal
246000000,27500000,normal
684000000,46666666,diamond
592000000,46666666,diamond
250000000,19000000,normal
268000000,23500000,normal
600000000,40666666,diamond
800000000,69000000,vip
588000000,45333333,diamond
324000000,18500000,normal
660000000,30666666,diamond
768000000,72000000,vip
250000000,21000000,normal
244000000,29500000,normal
640000000,45333333,diamond
266000000,27500000,normal
696000000,28000000,diamond
572000000,44000000,diamond
254000000,26000000,normal
624000000,53333333,diamond
544000000,43333333,diamond
300000000,24500000,normal
640000000,51333333,diamond
784000000,74000000,vip
688000000,32666666,diamond
286000000,21000000,normal
532000000,45333333,diamond
292000000,27000000,normal
246000000,35000000,normal
528000000,48000000,diamond
800000000,31333333,diamond
270000000,21000000,normal
260000000,31500000,normal
272000000,21500000,normal
708000000,40666666,diamond
656000000,26666666,diamond
612000000,52666666,diamond
604000000,52666666,diamond
732000000,74000000,vip
672000000,25333333,diamond
260000000,24500000,normal
784000000,56000000,vip
728000000,34666666,diamond
692000000,38000000,diamond
256000000,21000000,normal
272000000,19000000,normal
624000000,38000000,diamond
648000000,52666666,diamond
684000000,50666666,diamond
740000000,25333333,diamond
560000000,45333333,diamond
688000000,28000000,diamond
744000000,72000000,vip
788000000,56000000,vip
728000000,43333333,diamond
728000000,79000000,vip
668000000,26000000,diamond
320000000,18500000,normal
684000000,41333333,diamond
284000000,24500000,normal
676000000,42666666,diamond
588000000,42666666,diamond
572000000,53333333,diamond
640000000,45333333,diamond
692000000,26666666,diamond
624000000,35333333,diamond
792000000,30000000,diamond
612000000,36666666,diamond
242000000,27000000,normal
800000000,27333333,diamond
250000000,27000000,normal
744000000,80000000,vip
520000000,49333333,diamond
696000000,31333333,diamond
242000000,38500000,normal
540000000,46666666,diamond
244000000,31500000,normal
700000000,42666666,diamond
696000000,35333333,diamond
656000000,32000000,diamond
604000000,36666666,diamond
680000000,36666666,diamond
560000000,40666666,diamond
286000000,19500000,normal
788000000,68000000,vip
648000000,48666666,diamond
664000000,48666666,diamond
708000000,42000000,diamond
780000000,77000000,vip
252000000,37000000,normal
676000000,43333333,diamond
696000000,42666666,diamond
616000000,40666666,diamond
640000000,46666666,diamond
684000000,39333333,diamond
274000000,18500000,normal
306000000,22500000,normal
248000000,27000000,normal
788000000,57000000,vip
596000000,34666666,diamond
640000000,41333333,diamond
772000000,33333333,diamond
660000000,41333333,diamond
744000000,28666666,diamond
310000000,20000000,normal
644000000,48000000,diamond
752000000,30666666,diamond
588000000,46666666,diamond
640000000,33333333,diamond
284000000,18500000,normal
272000000,22500000,normal
246000000,26000000,normal
274000000,23500000,normal
676000000,40666666,diamond
744000000,42000000,diamond
246000000,21000000,normal
752000000,36666666,diamond
620000000,46000000,diamond
620000000,32666666,diamond
764000000,76000000,vip
696000000,35333333,diamond
284000000,18000000,normal
672000000,48000000,diamond
260000000,30000000,normal
660000000,32000000,diamond
528000000,52000000,diamond
676000000,30000000,diamond
306000000,18500000,normal
684000000,51333333,diamond
760000000,24666666,diamond
242000000,36000000,normal
280000000,21500000,normal
244000000,26000000,normal
704000000,29333333,diamond
612000000,45333333,diamond
672000000,50000000,diamond
628000000,42000000,diamond
306000000,18500000,normal
620000000,38666666,diamond
768000000,35333333,diamond
254000000,32000000,normal
632000000,30000000,diamond
520000000,48000000,diamond
260000000,27000000,normal
532000000,51333333,diamond
312000000,19000000,normal
298000000,21000000,normal
688000000,44000000,diamond
254000000,28500000,normal
792000000,32666666,diamond
572000000,42000000,diamond
736000000,42666666,diamond
696000000,33333333,diamond
246000000,20000000,normal
262000000,19000000,normal
560000000,42000000,diamond
748000000,24666666,diamond
540000000,50000000,diamond
624000000,42000000,diamond
288000000,26000000,normal
286000000,19500000,normal
648000000,33333333,diamond
264000000,23500000,normal
628000000,44666666,diamond
576000000,52666666,diamond
556000000,41333333,diamond
696000000,34000000,diamond
756000000,37333333,diamond
556000000,48000000,diamond
584000000,47333333,diamond
264000000,26000000,normal
252000000,25000000,normal
756000000,24666666,diamond
764000000,28000000,diamond
260000000,23500000,normal
268000000,18500000,normal
652000000,30000000,diamond
282000000,23000000,normal
764000000,35333333,diamond
264000000,24500000,normal
608000000,39333333,diamond
716000000,25333333,diamond
302000000,17500000,normal
258000000,35000000,normal
246000000,17500000,normal
692000000,48666666,diamond
696000000,38666666,diamond
580000000,48666666,diamond
584000000,46666666,diamond
572000000,51333333,diamond
728000000,45333333,diamond
688000000,28666666,diamond
628000000,44666666,diamond
604000000,47333333,diamond
250000000,26500000,normal
724000000,75000000,vip
728000000,28666666,diamond
608000000,48000000,diamond
280000000,28500000,normal
748000000,24000000,diamond
704000000,48666666,diamond
316000000,19500000,normal
684000000,40000000,diamond
764000000,63000000,vip
644000000,30666666,diamond
262000000,34000000,normal
624000000,46666666,diamond
258000000,26500000,normal
680000000,38666666,diamond
240000000,23000000,normal
784000000,34000000,diamond
254000000,18500000,normal
292000000,24500000,normal
740000000,36666666,diamond
748000000,67000000,vip
768000000,74000000,vip
792000000,57000000,vip
800000000,53000000,vip
768000000,35333333,diamond
760000000,80000000,vip
744000000,30000000,diamond
608000000,52666666,diamond
752000000,26666666,diamond
246000000,36500000,normal
268000000,24500000,normal
584000000,45333333,diamond
544000000,48000000,diamond
776000000,29333333,diamond
256000000,18500000,normal
764000000,27333333,diamond
680000000,30666666,diamond
700000000,27333333,diamond
680000000,44666666,diamond
500000000,52000000,diamond
784000000,70000000,vip
624000000,31333333,diamond
692000000,48000000,diamond
720000000,74000000,vip
656000000,26666666,diamond
640000000,31333333,diamond
652000000,46666666,diamond
792000000,32666666,diamond
636000000,48000000,diamond
246000000,29000000,normal
652000000,40000000,diamond
800000000,67000000,vip
768000000,38000000,diamond
588000000,40000000,diamond
564000000,42000000,diamond
268000000,27000000,normal
580000000,46666666,diamond
258000000,26500000,normal
676000000,36666666,diamond
262000000,19500000,normal
294000000,20500000,normal
246000000,22500000,normal
692000000,79000000,vip
600000000,51333333,diamond
660000000,26000000,diamond
282000000,20000000,normal
310000000,20000000,normal
684000000,48666666,diamond
800000000,66000000,vip
796000000,76000000,vip
708000000,23333333,diamond
302000000,22500000,normal
720000000,76000000,vip
796000000,74000000,vip
616000000,52000000,diamond
740000000,36666666,diamond
310000000,22000000,normal
310000000,21500000,normal
772000000,27333333,diamond
788000000,28000000,diamond
740000000,73000000,vip
760000000,77000000,vip
724000000,40000000,diamond
696000000,42000000,diamond
548000000,50666666,diamond
608000000,46666666,diamond
716000000,28000000,diamond
696000000,36000000,diamond
568000000,44666666,diamond
696000000,30666666,diamond
282000000,26000000,normal
