REGIONID,PRODUCT,YEARWEEK,QTY
A21,PRODUCT12,201505,1475
A21,PRODUCT1,201505,0
A21,PRODUCT33,201505,237
A21,PRODUCT14,201505,6
A21,PRODUCT62,201505,480
A27,PRODUCT58,201505,121
A27,PRODUCT63,201505,7
A27,PRODUCT15,201505,580
A27,PRODUCT4,201505,191
A27,PRODUCT16,201505,3
A27,PRODUCT59,201505,383969
A27,PRODUCT34,201505,11075
A27,PRODUCT40,201505,27782
A27,PRODUCT47,201505,6
A27,PRODUCT60,201505,0
A27,PRODUCT56,201505,240
A27,PRODUCT57,201505,8215
A27,PRODUCT12,201505,38774
A27,PRODUCT33,201505,960
A27,PRODUCT62,201505,7415
A27,PRODUCT17,201505,8351
A23,PRODUCT58,201505,715
A23,PRODUCT63,201505,2154
A23,PRODUCT15,201505,245
A23,PRODUCT4,201505,1344
A46,PRODUCT58,201505,114
A46,PRODUCT59,201505,25654
A46,PRODUCT34,201505,5504
A01,PRODUCT2,201505,553
A01,PRODUCT6,201505,979
A01,PRODUCT58,201505,12906
A01,PRODUCT63,201505,48583
A01,PRODUCT15,201505,7412
A01,PRODUCT4,201505,22214
A01,PRODUCT16,201505,1017
A01,PRODUCT59,201505,482381
A01,PRODUCT34,201505,79054
A01,PRODUCT7,201505,826
A01,PRODUCT75,201505,29459
A01,PRODUCT8,201505,220
A01,PRODUCT19,201505,2519
A01,PRODUCT20,201505,21
A01,PRODUCT47,201505,4611
A01,PRODUCT2,201513,1495
A01,PRODUCT6,201513,39
A01,PRODUCT58,201513,10706
A01,PRODUCT63,201513,27929
A01,PRODUCT15,201513,4283
A01,PRODUCT4,201513,10390
A01,PRODUCT16,201513,683
A01,PRODUCT59,201513,470040
A01,PRODUCT34,201513,84735
A01,PRODUCT7,201513,2304
A01,PRODUCT75,201513,25711
A01,PRODUCT8,201513,162
A01,PRODUCT19,201513,2932
A01,PRODUCT20,201513,51
A01,PRODUCT47,201513,5477
A01,PRODUCT60,201513,0
A01,PRODUCT56,201513,4981
A01,PRODUCT57,201513,7268
A01,PRODUCT12,201513,140297
A01,PRODUCT1,201513,5325
A01,PRODUCT33,201513,10018
A01,PRODUCT14,201513,12602
A01,PRODUCT62,201513,6918
A02,PRODUCT2,201513,3586
A02,PRODUCT6,201513,0
A02,PRODUCT58,201513,596
A02,PRODUCT63,201513,1899
A02,PRODUCT4,201513,747
A02,PRODUCT16,201513,1
A02,PRODUCT59,201513,57735
A02,PRODUCT34,201513,11579
A02,PRODUCT47,201513,594
A02,PRODUCT60,201513,2
A02,PRODUCT56,201513,211
A02,PRODUCT57,201513,71
A02,PRODUCT12,201513,4924
A02,PRODUCT1,201513,47
A02,PRODUCT33,201513,1166
A02,PRODUCT14,201513,1390
A02,PRODUCT62,201513,510
A03,PRODUCT2,201513,1429
A03,PRODUCT6,201513,0
A03,PRODUCT58,201513,80
A03,PRODUCT63,201513,1704
A03,PRODUCT15,201513,1518
A03,PRODUCT4,201513,955
A03,PRODUCT16,201513,2299
A03,PRODUCT59,201513,90424
A03,PRODUCT34,201513,7486
A03,PRODUCT47,201513,188
A03,PRODUCT56,201513,76
A03,PRODUCT57,201513,1739
A03,PRODUCT12,201513,8462
A03,PRODUCT1,201513,122
A03,PRODUCT33,201513,424
A03,PRODUCT14,201513,48
A03,PRODUCT62,201513,802
A19,PRODUCT58,201513,229
A19,PRODUCT59,201513,38927
A19,PRODUCT34,201513,1866
A16,PRODUCT58,201513,296
A16,PRODUCT63,201513,3779
A16,PRODUCT15,201513,632
A16,PRODUCT4,201513,2305
A16,PRODUCT16,201513,475
A16,PRODUCT59,201513,90450
A16,PRODUCT34,201513,19111
A16,PRODUCT38,201513,2334
A16,PRODUCT26,201513,154
A16,PRODUCT64,201513,251
A16,PRODUCT48,201513,52
A16,PRODUCT49,201513,41
A16,PRODUCT74,201513,5
A16,PRODUCT40,201513,211
A16,PRODUCT47,201513,59
A16,PRODUCT60,201513,1767
A16,PRODUCT56,201513,1341
A16,PRODUCT12,201513,19620
A16,PRODUCT1,201513,1697
A16,PRODUCT41,201513,209
A16,PRODUCT51,201513,0
A16,PRODUCT68,201513,1360
A16,PRODUCT33,201513,3701
A16,PRODUCT14,201513,172
A10,PRODUCT2,201513,77
A10,PRODUCT58,201513,1527
A10,PRODUCT63,201513,6864
A10,PRODUCT15,201513,0
A10,PRODUCT4,201513,3292
A10,PRODUCT16,201513,344
A10,PRODUCT59,201513,144772
A10,PRODUCT34,201513,41447
A10,PRODUCT40,201513,0
A10,PRODUCT47,201513,5
A10,PRODUCT60,201513,764
A10,PRODUCT56,201513,178
A01,PRODUCT56,201535,7091
A01,PRODUCT57,201535,6242
A01,PRODUCT12,201535,149570
A01,PRODUCT1,201535,4740
A01,PRODUCT33,201535,9892
A01,PRODUCT14,201535,16895
A01,PRODUCT62,201535,12224
A02,PRODUCT2,201535,10516
A02,PRODUCT6,201535,0
A02,PRODUCT58,201535,516
A02,PRODUCT63,201535,1815
A02,PRODUCT4,201535,1420
A02,PRODUCT16,201535,18
A02,PRODUCT59,201535,65889
A02,PRODUCT34,201535,15958
A02,PRODUCT47,201535,850
A02,PRODUCT60,201535,0
A02,PRODUCT56,201535,239
A02,PRODUCT57,201535,58
A02,PRODUCT12,201535,10547
A02,PRODUCT1,201535,283
A02,PRODUCT33,201535,1358
A02,PRODUCT14,201535,1478
A02,PRODUCT62,201535,626
A03,PRODUCT2,201535,6015
A03,PRODUCT6,201535,0
A03,PRODUCT58,201535,169
A03,PRODUCT63,201535,2241
A03,PRODUCT15,201535,806
A03,PRODUCT4,201535,1392
A03,PRODUCT16,201535,1745
A03,PRODUCT59,201535,118717
A03,PRODUCT34,201535,10964
A03,PRODUCT47,201535,167
A03,PRODUCT56,201535,81
A03,PRODUCT57,201535,1094
A03,PRODUCT12,201535,13740
A03,PRODUCT1,201535,137
A03,PRODUCT33,201535,744
A03,PRODUCT14,201535,108
A03,PRODUCT62,201535,684
A19,PRODUCT58,201535,77
A19,PRODUCT59,201535,45996
A19,PRODUCT34,201535,2264
A16,PRODUCT58,201535,243
A16,PRODUCT63,201535,2327
A16,PRODUCT15,201535,468
A15,PRODUCT14,201533,4
A09,PRODUCT2,201533,4225
A09,PRODUCT58,201533,593
A09,PRODUCT63,201533,1117
A09,PRODUCT15,201533,501
A09,PRODUCT4,201533,1432
A09,PRODUCT16,201533,443
A09,PRODUCT59,201533,150416
A09,PRODUCT34,201533,24534
A09,PRODUCT40,201533,42
A09,PRODUCT47,201533,140
A09,PRODUCT60,201533,1820
A09,PRODUCT56,201533,580
A09,PRODUCT57,201533,282
A09,PRODUCT61,201533,0
A09,PRODUCT12,201533,12283
A09,PRODUCT1,201533,274
A09,PRODUCT33,201533,503
A09,PRODUCT14,201533,8
A11,PRODUCT58,201533,48
A11,PRODUCT63,201533,47
A11,PRODUCT15,201533,168
A11,PRODUCT4,201533,112
A11,PRODUCT16,201533,125
A11,PRODUCT59,201533,27818
A11,PRODUCT34,201533,5766
A11,PRODUCT40,201533,12
A11,PRODUCT60,201533,296
A11,PRODUCT56,201533,9
A11,PRODUCT57,201533,2
A11,PRODUCT12,201533,2572
A11,PRODUCT1,201533,314
A11,PRODUCT33,201533,415
A48,PRODUCT40,201533,1073
A48,PRODUCT47,201533,4164
A48,PRODUCT13,201533,97
A48,PRODUCT73,201533,3256
A48,PRODUCT60,201533,541
A48,PRODUCT56,201533,4825
A48,PRODUCT57,201533,4362
A48,PRODUCT61,201533,0
A48,PRODUCT12,201533,12437
A48,PRODUCT1,201533,9821
A77,PRODUCT12,201533,3532
A77,PRODUCT1,201533,3115
A48,PRODUCT33,201533,2682
A48,PRODUCT62,201533,7617
A61,PRODUCT58,201533,11
A61,PRODUCT59,201533,35773
A61,PRODUCT34,201533,1279
A33,PRODUCT58,201533,22
A33,PRODUCT59,201533,88572
A33,PRODUCT34,201533,2385
A34,PRODUCT58,201533,178
A34,PRODUCT59,201533,110685
A34,PRODUCT34,201533,9178
A34,PRODUCT12,201533,3140
A44,PRODUCT34,201535,3927
A44,PRODUCT47,201535,7
A44,PRODUCT60,201535,1145
A44,PRODUCT56,201535,66
A44,PRODUCT57,201535,350
A44,PRODUCT12,201535,2956
A44,PRODUCT1,201535,58
A44,PRODUCT33,201535,2079
A47,PRODUCT2,201535,25025
A47,PRODUCT58,201535,9423
A47,PRODUCT59,201535,300506
A47,PRODUCT34,201535,17936
A48,PRODUCT35,201535,360
A48,PRODUCT25,201535,796
A48,PRODUCT3,201535,35
A48,PRODUCT72,201535,1
A51,PRODUCT58,201536,81
A51,PRODUCT63,201536,167
A51,PRODUCT15,201536,150
A51,PRODUCT4,201536,101
A51,PRODUCT16,201536,123
A51,PRODUCT59,201536,32680
A51,PRODUCT34,201536,1975
A51,PRODUCT40,201536,1
A51,PRODUCT47,201536,0
A51,PRODUCT60,201536,72
A51,PRODUCT56,201536,9
A51,PRODUCT12,201536,3942
A51,PRODUCT1,201536,278
A51,PRODUCT33,201536,60
A51,PRODUCT14,201536,2
A12,PRODUCT58,201536,565
A12,PRODUCT63,201536,192
A12,PRODUCT15,201536,122
A12,PRODUCT4,201536,161
A12,PRODUCT16,201536,269
A12,PRODUCT59,201536,210676
A12,PRODUCT34,201536,21054
A12,PRODUCT40,201536,26
A12,PRODUCT47,201536,20
A12,PRODUCT60,201536,2783
A12,PRODUCT56,201536,255
A12,PRODUCT57,201536,1358
A12,PRODUCT12,201536,10662
A12,PRODUCT1,201536,285
A34,PRODUCT58,201508,389
A34,PRODUCT59,201508,121249
A34,PRODUCT34,201508,7112
A34,PRODUCT12,201508,14629
A35,PRODUCT58,201508,49
A35,PRODUCT59,201508,9462
A35,PRODUCT34,201508,2324
A36,PRODUCT59,201508,589
A13,PRODUCT15,201452,-1
A13,PRODUCT4,201452,1584
A13,PRODUCT5,201452,115
A13,PRODUCT59,201452,91957
A13,PRODUCT34,201452,65097
A13,PRODUCT52,201452,8
A13,PRODUCT38,201452,2100
A13,PRODUCT26,201452,42
A13,PRODUCT64,201452,95
A13,PRODUCT74,201452,21
A13,PRODUCT40,201452,256
A13,PRODUCT47,201452,6
A13,PRODUCT60,201452,205
A13,PRODUCT56,201452,9
A13,PRODUCT12,201452,19122
A13,PRODUCT1,201452,2979
A13,PRODUCT41,201452,80
A13,PRODUCT42,201452,5
A13,PRODUCT51,201452,46
A13,PRODUCT33,201452,136
A13,PRODUCT14,201452,28
A39,PRODUCT58,201452,795
A39,PRODUCT63,201452,1587
A39,PRODUCT4,201452,393
A39,PRODUCT16,201452,36
A39,PRODUCT66,201452,249
A39,PRODUCT37,201452,28
A39,PRODUCT50,201452,37
A39,PRODUCT76,201452,489
A39,PRODUCT67,201452,13
A39,PRODUCT10,201452,1
A39,PRODUCT27,201452,196
A39,PRODUCT53,201452,6
A39,PRODUCT59,201452,46371
A39,PRODUCT34,201452,15503
A39,PRODUCT7,201452,116
A39,PRODUCT75,201452,1133
A39,PRODUCT8,201452,0
A39,PRODUCT19,201452,8
A39,PRODUCT20,201452,0
A39,PRODUCT25,201452,73
A39,PRODUCT72,201452,0
A39,PRODUCT28,201452,688
A39,PRODUCT29,201452,658
A39,PRODUCT47,201452,1
A39,PRODUCT60,201452,30
A39,PRODUCT56,201452,29
A39,PRODUCT61,201452,0
A39,PRODUCT12,201452,7612
A39,PRODUCT1,201452,930
A39,PRODUCT33,201452,87
A39,PRODUCT14,201452,12
A57,PRODUCT58,201452,127
A57,PRODUCT63,201452,167
A57,PRODUCT15,201452,315
A57,PRODUCT4,201452,132
A57,PRODUCT16,201452,109
A57,PRODUCT59,201452,44444
A57,PRODUCT34,201452,4737
A57,PRODUCT60,201452,21
A57,PRODUCT56,201452,8
A57,PRODUCT57,201452,4
A57,PRODUCT12,201452,4067
A57,PRODUCT1,201452,177
A57,PRODUCT33,201452,38
A64,PRODUCT58,201452,490
A64,PRODUCT63,201452,2021
A64,PRODUCT15,201452,107
A64,PRODUCT4,201452,1646
A64,PRODUCT16,201452,66
A64,PRODUCT59,201452,29178
A64,PRODUCT34,201452,33871
A64,PRODUCT40,201452,17
A64,PRODUCT60,201452,17
A64,PRODUCT56,201452,3
A64,PRODUCT61,201452,0
A64,PRODUCT12,201452,8089
A64,PRODUCT1,201452,412
A64,PRODUCT33,201452,98
A64,PRODUCT14,201452,45
A43,PRODUCT58,201452,125
A43,PRODUCT63,201452,83
A43,PRODUCT15,201452,60
A43,PRODUCT4,201452,180
A43,PRODUCT16,201452,83
A43,PRODUCT59,201452,33961
A43,PRODUCT34,201452,5576
A43,PRODUCT47,201452,2
A15,PRODUCT4,201501,2621
A15,PRODUCT16,201501,1655
A15,PRODUCT36,201501,0
A15,PRODUCT59,201501,112917
A15,PRODUCT34,201501,35642
A15,PRODUCT40,201501,29
A50,PRODUCT59,201540,58197
A50,PRODUCT34,201540,1801
A50,PRODUCT40,201540,218
A50,PRODUCT47,201540,2
A50,PRODUCT60,201540,24
A50,PRODUCT56,201540,7
A50,PRODUCT57,201540,501
A50,PRODUCT12,201540,2944
A50,PRODUCT1,201540,18
A50,PRODUCT33,201540,525
A50,PRODUCT17,201540,26
A20,PRODUCT58,201540,33
A20,PRODUCT59,201540,112120
A20,PRODUCT34,201540,3583
A51,PRODUCT58,201533,104
A51,PRODUCT63,201533,136
A51,PRODUCT15,201533,159
A51,PRODUCT4,201533,114
A51,PRODUCT16,201533,120
A51,PRODUCT59,201533,25370
A51,PRODUCT34,201533,1088
A51,PRODUCT40,201533,5
A51,PRODUCT47,201533,0
A51,PRODUCT60,201533,81
A51,PRODUCT56,201533,6
A51,PRODUCT12,201533,3153
A51,PRODUCT1,201533,200
A51,PRODUCT33,201533,55
A51,PRODUCT14,201533,1
A12,PRODUCT58,201533,719
A12,PRODUCT63,201533,171
A12,PRODUCT15,201533,102
A12,PRODUCT4,201533,185
A12,PRODUCT16,201533,23
A12,PRODUCT59,201533,192390
A12,PRODUCT34,201533,22318
A12,PRODUCT40,201533,24
A12,PRODUCT47,201533,14
A12,PRODUCT60,201533,1937
A12,PRODUCT56,201533,192
A12,PRODUCT57,201533,1283
A12,PRODUCT12,201533,6806
A12,PRODUCT1,201533,280
A12,PRODUCT33,201533,2309
A12,PRODUCT14,201533,32
A08,PRODUCT58,201533,300
A08,PRODUCT63,201533,792
A08,PRODUCT15,201533,44
A08,PRODUCT4,201533,663
A08,PRODUCT16,201533,15
A08,PRODUCT36,201533,0
A08,PRODUCT59,201533,58725
A08,PRODUCT34,201533,10753
A08,PRODUCT40,201533,112
A08,PRODUCT47,201533,23
A08,PRODUCT60,201533,514
A08,PRODUCT56,201533,117
A08,PRODUCT57,201533,0
A08,PRODUCT61,201533,-1
A08,PRODUCT12,201533,7606
A08,PRODUCT1,201533,378
A08,PRODUCT33,201533,814
A08,PRODUCT14,201533,76
A58,PRODUCT58,201533,159
A58,PRODUCT59,201533,46811
A58,PRODUCT34,201533,3972
A58,PRODUCT47,201533,1
A58,PRODUCT60,201533,772
A58,PRODUCT56,201533,44
A58,PRODUCT57,201533,100
A58,PRODUCT12,201533,9450
A58,PRODUCT1,201533,502
A58,PRODUCT33,201533,322
A38,PRODUCT58,201533,15
A38,PRODUCT59,201533,24987
A38,PRODUCT34,201533,2764
A38,PRODUCT60,201533,184
A38,PRODUCT56,201533,26
A38,PRODUCT57,201533,96
A38,PRODUCT12,201533,2476
A38,PRODUCT33,201533,227
A14,PRODUCT58,201533,330
A14,PRODUCT63,201533,272
A14,PRODUCT15,201533,196
A14,PRODUCT4,201533,632
A14,PRODUCT16,201533,421
A14,PRODUCT36,201533,0
A14,PRODUCT5,201533,45
A14,PRODUCT59,201533,64982
A14,PRODUCT34,201533,11569
A14,PRODUCT26,201533,98
A14,PRODUCT64,201533,415
A14,PRODUCT48,201533,210
A14,PRODUCT49,201533,109
A14,PRODUCT74,201533,78
A14,PRODUCT40,201533,3
A14,PRODUCT47,201533,12
A14,PRODUCT60,201533,1058
A14,PRODUCT56,201533,234
A14,PRODUCT12,201533,11309
A14,PRODUCT1,201533,115
A14,PRODUCT41,201533,2294
A14,PRODUCT42,201533,457
A14,PRODUCT51,201533,17
A14,PRODUCT33,201533,731
A14,PRODUCT14,201533,26
A07,PRODUCT58,201533,42
A07,PRODUCT63,201533,141
A07,PRODUCT15,201533,184
A07,PRODUCT4,201533,104
A07,PRODUCT16,201533,27
A07,PRODUCT36,201533,0
A07,PRODUCT59,201533,34580
A07,PRODUCT34,201533,2375
A07,PRODUCT40,201533,0
A07,PRODUCT60,201533,371
A07,PRODUCT56,201533,59
A07,PRODUCT57,201533,77
A07,PRODUCT61,201533,0
A07,PRODUCT12,201533,3558
A07,PRODUCT1,201533,35
A07,PRODUCT33,201533,327
A13,PRODUCT58,201533,13
A13,PRODUCT63,201533,108
A13,PRODUCT15,201533,0
A13,PRODUCT4,201533,366
A13,PRODUCT5,201533,66
A13,PRODUCT59,201533,60604
A13,PRODUCT34,201533,6426
A13,PRODUCT52,201533,7
A13,PRODUCT38,201533,753
A13,PRODUCT26,201533,12
A13,PRODUCT64,201533,8
A13,PRODUCT74,201533,0
A13,PRODUCT40,201533,38
A13,PRODUCT47,201533,5
A13,PRODUCT60,201533,1
A13,PRODUCT56,201533,26
A13,PRODUCT12,201533,7657
A13,PRODUCT1,201533,551
A13,PRODUCT41,201533,606
A13,PRODUCT42,201533,175
A13,PRODUCT51,201533,14
A13,PRODUCT33,201533,77
A13,PRODUCT14,201533,21
A39,PRODUCT58,201533,81
A39,PRODUCT63,201533,178
A39,PRODUCT4,201533,137
A39,PRODUCT16,201533,16
A39,PRODUCT66,201533,21
A39,PRODUCT37,201533,14
A39,PRODUCT50,201533,9
A39,PRODUCT76,201533,80
A39,PRODUCT67,201533,1
A39,PRODUCT10,201533,2
A39,PRODUCT27,201533,17
A39,PRODUCT53,201533,2
A39,PRODUCT59,201533,23941
A39,PRODUCT34,201533,2087
A39,PRODUCT7,201533,12
A28,PRODUCT57,201533,1239
A28,PRODUCT12,201533,3524
A28,PRODUCT1,201533,9
A28,PRODUCT33,201533,76
A28,PRODUCT62,201533,1355
A22,PRODUCT58,201533,7
A22,PRODUCT59,201533,72844
A22,PRODUCT34,201533,8133
A22,PRODUCT56,201533,148
A22,PRODUCT57,201533,2848
A22,PRODUCT12,201533,11388
A22,PRODUCT33,201533,380
A22,PRODUCT62,201533,1849
A06,PRODUCT58,201533,242
A06,PRODUCT59,201533,26581
A06,PRODUCT34,201533,3934
A06,PRODUCT60,201533,168
A06,PRODUCT56,201533,16
A06,PRODUCT57,201533,156
A06,PRODUCT12,201533,2110
A06,PRODUCT33,201533,84
A06,PRODUCT62,201533,168
A41,PRODUCT58,201533,1013
A41,PRODUCT59,201533,460733
A41,PRODUCT34,201533,11097
A41,PRODUCT12,201533,16283
A60,PRODUCT58,201533,32
A60,PRODUCT63,201533,163
A60,PRODUCT4,201533,75
A60,PRODUCT59,201533,43348
A60,PRODUCT34,201533,5811
A60,PRODUCT47,201533,0
A60,PRODUCT56,201533,27
A60,PRODUCT57,201533,193
A60,PRODUCT12,201533,1083
A60,PRODUCT1,201533,3
A60,PRODUCT33,201533,63
A60,PRODUCT62,201533,318
A37,PRODUCT58,201533,4
A37,PRODUCT59,201533,35562
A37,PRODUCT34,201533,966
A31,PRODUCT58,201533,8
A31,PRODUCT59,201533,42672
A31,PRODUCT34,201533,432
A04,PRODUCT58,201533,107
A04,PRODUCT63,201533,502
A04,PRODUCT15,201533,49
A04,PRODUCT4,201533,489
A04,PRODUCT16,201533,10
A04,PRODUCT59,201533,94963
A04,PRODUCT34,201533,10031
A04,PRODUCT40,201533,28
A04,PRODUCT47,201533,9
A04,PRODUCT60,201533,5
A04,PRODUCT56,201533,85
A04,PRODUCT57,201533,1103
A04,PRODUCT12,201533,21792
A04,PRODUCT1,201533,54
A04,PRODUCT33,201533,582
A04,PRODUCT14,201533,40
A04,PRODUCT62,201533,509
A04,PRODUCT17,201533,118
A05,PRODUCT2,201533,532
A05,PRODUCT58,201533,136
A05,PRODUCT63,201533,322
A05,PRODUCT15,201533,646
A05,PRODUCT4,201533,611
A05,PRODUCT16,201533,225
A05,PRODUCT59,201533,76455
A05,PRODUCT34,201533,7002
A05,PRODUCT40,201533,0
A05,PRODUCT47,201533,5
A05,PRODUCT60,201533,118
A05,PRODUCT56,201533,103
A05,PRODUCT57,201533,16
A05,PRODUCT12,201533,4110
A05,PRODUCT1,201533,1
A05,PRODUCT33,201533,193
A05,PRODUCT14,201533,5
A32,PRODUCT47,201518,3
A32,PRODUCT60,201518,135
A32,PRODUCT56,201518,107
A32,PRODUCT57,201518,392
A32,PRODUCT12,201518,6753
A32,PRODUCT1,201518,35
A32,PRODUCT33,201518,239
A32,PRODUCT14,201518,6
A32,PRODUCT62,201518,942
A56,PRODUCT2,201518,207
A56,PRODUCT58,201518,68
A56,PRODUCT63,201518,2354
A56,PRODUCT15,201518,138
A56,PRODUCT4,201518,190
A56,PRODUCT16,201518,899
A56,PRODUCT59,201518,20039
A56,PRODUCT34,201518,2943
A56,PRODUCT40,201518,0
A56,PRODUCT47,201518,4
A56,PRODUCT60,201518,1
A56,PRODUCT56,201518,132
A56,PRODUCT57,201518,1621
A56,PRODUCT12,201518,5741
A56,PRODUCT1,201518,0
A56,PRODUCT33,201518,158
A56,PRODUCT14,201518,11
A56,PRODUCT62,201518,1955
A40,PRODUCT58,201518,536
A40,PRODUCT63,201518,162
A40,PRODUCT15,201518,543
A40,PRODUCT4,201518,368
A40,PRODUCT16,201518,440
A40,PRODUCT59,201518,80968
A40,PRODUCT34,201518,10532
A40,PRODUCT40,201518,7
A40,PRODUCT47,201518,3
A40,PRODUCT60,201518,662
A40,PRODUCT56,201518,210
A40,PRODUCT57,201518,101
A40,PRODUCT12,201518,24031
A40,PRODUCT1,201518,816
A40,PRODUCT33,201518,2710
A45,PRODUCT58,201518,109
A45,PRODUCT59,201518,15933
A45,PRODUCT34,201518,2291
A45,PRODUCT40,201518,0
A45,PRODUCT47,201518,0
A45,PRODUCT60,201518,331
A45,PRODUCT56,201518,20
A45,PRODUCT57,201518,18
A45,PRODUCT12,201518,1466
A45,PRODUCT1,201518,80
A45,PRODUCT33,201518,193
A44,PRODUCT58,201518,42
A44,PRODUCT59,201518,33141
A44,PRODUCT34,201518,3576
A44,PRODUCT47,201518,1
A44,PRODUCT60,201518,609
A44,PRODUCT56,201518,30
A44,PRODUCT57,201518,203
A44,PRODUCT12,201518,2617
A44,PRODUCT1,201518,74
A44,PRODUCT33,201518,1000
A47,PRODUCT59,201511,193019
A47,PRODUCT34,201511,32818
A48,PRODUCT35,201511,4472
A48,PRODUCT25,201511,18555
A48,PRODUCT3,201511,518
A48,PRODUCT72,201511,115
A51,PRODUCT58,201512,132
A51,PRODUCT63,201512,299
A51,PRODUCT15,201512,98
A51,PRODUCT4,201512,123
A51,PRODUCT16,201512,172
A51,PRODUCT59,201512,22630
A51,PRODUCT34,201512,7548
A51,PRODUCT40,201512,0
A51,PRODUCT47,201512,0
A51,PRODUCT60,201512,59
A51,PRODUCT56,201512,5
A51,PRODUCT12,201512,4330
A51,PRODUCT1,201512,224
A51,PRODUCT33,201512,46
A51,PRODUCT14,201512,1
A12,PRODUCT58,201512,994
A12,PRODUCT63,201512,174
A12,PRODUCT15,201512,108
A12,PRODUCT4,201512,174
A12,PRODUCT16,201512,35
A12,PRODUCT59,201512,164688
A12,PRODUCT34,201512,20237
A12,PRODUCT40,201512,18
A12,PRODUCT47,201512,15
A12,PRODUCT60,201512,1328
A12,PRODUCT56,201512,264
A12,PRODUCT57,201512,914
A12,PRODUCT12,201512,8922
A12,PRODUCT1,201512,273
A12,PRODUCT33,201512,1643
A12,PRODUCT14,201512,38
A08,PRODUCT58,201512,251
A08,PRODUCT63,201512,868
A08,PRODUCT15,201512,119
A08,PRODUCT4,201512,691
A08,PRODUCT16,201512,16
A08,PRODUCT36,201512,0
A08,PRODUCT59,201512,49907
A08,PRODUCT34,201512,12083
A08,PRODUCT40,201512,134
A08,PRODUCT47,201512,23
A08,PRODUCT60,201512,667
A08,PRODUCT56,201512,144
A08,PRODUCT57,201512,0
A08,PRODUCT61,201512,0
A08,PRODUCT12,201512,8311
A08,PRODUCT1,201512,515
A08,PRODUCT33,201512,1127
A08,PRODUCT14,201512,157
A58,PRODUCT58,201512,152
A58,PRODUCT59,201512,52289
A58,PRODUCT34,201512,2943
A58,PRODUCT47,201512,0
A58,PRODUCT60,201512,563
A58,PRODUCT56,201512,24
A58,PRODUCT57,201512,81
A58,PRODUCT12,201512,8506
A58,PRODUCT1,201512,431
A58,PRODUCT33,201512,320
A38,PRODUCT58,201512,37
A38,PRODUCT59,201512,51573
A38,PRODUCT34,201512,4713
A38,PRODUCT60,201512,90
A38,PRODUCT56,201512,39
A38,PRODUCT57,201512,24
A38,PRODUCT12,201512,2539
A38,PRODUCT33,201512,119
A14,PRODUCT58,201512,535
A14,PRODUCT63,201512,361
A14,PRODUCT15,201512,231
A14,PRODUCT4,201512,573
A14,PRODUCT16,201512,227
A14,PRODUCT36,201512,0
A14,PRODUCT5,201512,90
A14,PRODUCT59,201512,63577
A14,PRODUCT34,201512,8401
A14,PRODUCT26,201512,100
A14,PRODUCT64,201512,557
A14,PRODUCT48,201512,298
A14,PRODUCT49,201512,26
A14,PRODUCT74,201512,87
A14,PRODUCT40,201512,3
A14,PRODUCT47,201512,15
A14,PRODUCT60,201512,931
A14,PRODUCT56,201512,199
A14,PRODUCT12,201512,13065
A14,PRODUCT1,201512,163
A14,PRODUCT41,201512,2612
A14,PRODUCT42,201512,882
A14,PRODUCT51,201512,17
A14,PRODUCT33,201512,996
A14,PRODUCT14,201512,0
A07,PRODUCT58,201512,55
A07,PRODUCT63,201512,97
A07,PRODUCT15,201512,297
A07,PRODUCT4,201512,100
A07,PRODUCT16,201512,86
A07,PRODUCT36,201512,0
A07,PRODUCT59,201512,26400
A07,PRODUCT34,201512,2429
A07,PRODUCT40,201512,2
A07,PRODUCT60,201512,288
A07,PRODUCT56,201512,49
A07,PRODUCT57,201512,65
A07,PRODUCT61,201512,2
A07,PRODUCT12,201512,6217
A07,PRODUCT1,201512,52
A07,PRODUCT33,201512,398
A13,PRODUCT58,201512,29
A13,PRODUCT63,201512,103
A13,PRODUCT15,201512,0
A13,PRODUCT4,201512,470
A13,PRODUCT5,201512,11
A13,PRODUCT59,201512,36222
A13,PRODUCT34,201512,11098
A13,PRODUCT52,201512,29
A13,PRODUCT38,201512,1237
A13,PRODUCT26,201512,89
A09,PRODUCT58,201514,924
A09,PRODUCT63,201514,1374
A09,PRODUCT15,201514,555
A09,PRODUCT4,201514,929
A09,PRODUCT16,201514,457
A09,PRODUCT59,201514,131688
A09,PRODUCT34,201514,22832
A09,PRODUCT40,201514,66
A09,PRODUCT47,201514,112
A09,PRODUCT60,201514,1498
A09,PRODUCT56,201514,560
A09,PRODUCT57,201514,149
A09,PRODUCT61,201514,-2
A09,PRODUCT12,201514,10878
A67,PRODUCT58,201507,29
A67,PRODUCT59,201507,31776
A67,PRODUCT34,201507,476
A69,PRODUCT58,201507,1
A69,PRODUCT59,201507,3233
A69,PRODUCT34,201507,42
A68,PRODUCT58,201507,0
A68,PRODUCT59,201507,11357
A68,PRODUCT34,201507,387
A53,PRODUCT58,201507,0
A53,PRODUCT59,201507,10478
A53,PRODUCT34,201507,15
A70,PRODUCT58,201507,41
A70,PRODUCT59,201507,56642
A70,PRODUCT34,201507,2278
A23,PRODUCT16,201507,4
A23,PRODUCT36,201507,0
A23,PRODUCT59,201507,35072
A23,PRODUCT34,201507,7918
A23,PRODUCT47,201507,453
A23,PRODUCT60,201507,389
A23,PRODUCT56,201507,285
A23,PRODUCT57,201507,1075
A23,PRODUCT12,201507,6141
