regionseg,salesid,productgroup,item,targetweek,planwee,map_price,ir,pmap,pmap10,pro_percent
A01,SALESID0001,PG04,ITEM0237,201619,201601,1699,33,1666,1499,0.117716304
A01,SALESID0001,PG04,ITEM0237,201620,201601,1699,256,1443,1299,0.235432607
A01,SALESID0001,PG04,ITEM0237,201621,201601,1699,256,1443,1299,0.235432607
A01,SALESID0001,PG04,ITEM0237,201622,201601,1699,256,1443,1299,0.235432607
A01,SALESID0001,PG04,ITEM0237,201623,201601,1699,256,1443,1299,0.235432607
A01,SALESID0001,PG04,ITEM0237,201624,201601,1699,33,1666,1499,0.117716304
A01,SALESID0001,PG04,ITEM0237,201625,201601,1699,256,1443,1299,0.235432607
A01,SALESID0001,PG04,ITEM0237,201503,201601,1699,33,1666,1499,0.117716304
A01,SALESID0001,PG04,ITEM0237,201626,201601,1699,256,1443,1299,0.235432607
A01,SALESID0001,PG03,ITEM0198,201619,201619,1099,211,888,800,0.272065514
A01,SALESID0001,PG03,ITEM0198,201620,201620,1099,211,888,800,0.272065514
A01,SALESID0001,PG03,ITEM0198,201621,201621,1099,211,888,800,0.272065514
A01,SALESID0001,PG03,ITEM0198,201622,201622,1099,211,888,800,0.272065514
A01,SALESID0001,PG03,ITEM0198,201623,201623,1099,211,888,800,0.272065514
A01,SALESID0001,PG03,ITEM0198,201625,201625,1099,211,888,800,0.272065514
A01,SALESID0001,PG03,ITEM0198,201626,201626,1099,211,888,800,0.272065514
A01,SALESID0001,PG03,ITEM0198,201627,201627,1099,211,888,800,0.272065514
A01,SALESID0001,PG03,ITEM0198,201628,201628,1099,211,888,800,0.272065514
A01,SALESID0001,PG03,ITEM0199,201451,201601,1399,233,1166,1049,0.250178699
A01,SALESID0001,PG03,ITEM0199,201452,201601,1399,233,1166,1049,0.250178699
A01,SALESID0001,PG03,ITEM0199,201501,201601,1399,233,1166,1049,0.250178699
A01,SALESID0001,PG03,ITEM0199,201502,201601,1399,233,1166,1049,0.250178699
A01,SALESID0001,PG03,ITEM0199,201505,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201506,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201507,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201510,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201511,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201512,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201515,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201516,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201517,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201518,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG02,ITEM0147,201632,201628,279,2,277,250,0.103942652
A01,SALESID0001,PG02,ITEM0146,201630,201628,299,22,277,250,0.163879599
A01,SALESID0001,PG03,ITEM0199,201523,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201524,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201525,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201526,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201529,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201530,201601,1399,122,1277,1149,0.178699071
A01,SALESID0001,PG03,ITEM0199,201533,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201534,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201535,201601,1399,289,1110,999,0.285918513
A01,SALESID0001,PG03,ITEM0199,201536,201601,1399,289,1110,999,0.285918513
A01,SALESID0001,PG03,ITEM0199,201537,201601,1399,289,1110,999,0.285918513
A01,SALESID0001,PG03,ITEM0199,201538,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201539,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201540,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201543,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201544,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201551,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201552,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201553,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201601,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201605,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201606,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201607,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201608,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201610,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201611,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201612,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201613,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201614,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201617,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201618,201601,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201619,201619,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201620,201620,1399,178,1221,1099,0.214438885
A01,SALESID0001,PG03,ITEM0199,201623,201623,1399,122,1277,1150,0.177984274
A01,SALESID0001,PG03,ITEM0199,201624,201624,1399,122,1277,1150,0.177984274
A01,SALESID0001,PG03,ITEM0199,201625,201625,1399,289,1110,999,0.285918513
A01,SALESID0001,PG03,ITEM0199,201626,201626,1399,289,1110,999,0.285918513
A01,SALESID0001,PG03,ITEM0199,201627,201627,1399,289,1110,999,0.285918513
A01,SALESID0001,PG03,ITEM0199,201628,201628,1399,289,1110,999,0.285918513
A01,SALESID0001,PG03,ITEM0199,201629,201628,1399,122,1277,1150,0.177984274
A01,SALESID0001,PG03,ITEM0200,201451,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201452,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201501,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201502,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201505,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201506,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201507,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201508,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201509,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201510,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201511,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201512,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201515,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201516,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201517,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201518,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201520,201601,2499,300,2199,1979,0.208083233
A01,SALESID0001,PG03,ITEM0200,201521,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201522,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201523,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201525,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201526,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201527,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201528,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201529,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201533,201601,2499,300,2199,1979,0.208083233
A01,SALESID0001,PG03,ITEM0200,201534,201601,2499,300,2199,1979,0.208083233
A01,SALESID0001,PG03,ITEM0200,201535,201601,2499,611,1888,1699,0.320128051
A01,SALESID0001,PG03,ITEM0200,201536,201601,2499,611,1888,1699,0.320128051
A01,SALESID0001,PG03,ITEM0200,201537,201601,2499,611,1888,1699,0.320128051
A01,SALESID0001,PG03,ITEM0200,201538,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201539,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201540,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201541,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201542,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201543,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201545,201601,2499,1000,1499,1499,0.400160064
A01,SALESID0001,PG03,ITEM0200,201546,201601,2499,1000,1499,1499,0.400160064
A01,SALESID0001,PG03,ITEM0200,201547,201601,2499,1000,1499,1499,0.400160064
A01,SALESID0001,PG03,ITEM0200,201548,201601,2499,1000,1499,1499,0.400160064
A01,SALESID0001,PG03,ITEM0200,201549,201601,2499,1000,1499,1499,0.400160064
A01,SALESID0001,PG04,ITEM0342,201632,201628,2399,400,1999,1800,0.24968737
A01,SALESID0001,PG04,ITEM0256,201632,201628,4199,978,3221,2899,0.309597523
A01,SALESID0001,PG03,ITEM0200,201551,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201552,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201553,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201601,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201602,201601,2499,300,2199,1979,0.208083233
A01,SALESID0001,PG03,ITEM0200,201603,201601,2499,300,2199,1979,0.208083233
A01,SALESID0001,PG03,ITEM0200,201604,201601,2499,300,2199,1979,0.208083233
A01,SALESID0001,PG03,ITEM0200,201605,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201606,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201607,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201608,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201609,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201610,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201611,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201612,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201613,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201614,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201615,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201616,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201617,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201618,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201619,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201620,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201621,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201622,201601,2499,389,2110,1899,0.240096038
A01,SALESID0001,PG03,ITEM0200,201623,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201624,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0200,201625,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201626,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201627,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0200,201628,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0201,201509,201601,2499,500,1999,1799,0.280112045
A01,SALESID0001,PG03,ITEM0201,201510,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0201,201511,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0201,201512,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0201,201515,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0201,201516,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0201,201517,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0201,201518,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0201,201519,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0201,201520,201601,2499,278,2221,1999,0.200080032
A01,SALESID0001,PG03,ITEM0201,201521,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201522,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201523,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201524,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201525,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201526,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201527,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201528,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201529,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201530,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201531,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201532,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201533,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201534,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201535,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201536,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201537,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201538,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201539,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201540,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201541,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG03,ITEM0201,201542,201601,2799,245,2554,2299,0.178635227
A01,SALESID0001,PG04,ITEM0273,201442,201601,2599,400,2199,2199,0.153905348
A01,SALESID0001,PG04,ITEM0273,201450,201601,2599,400,2199,2199,0.153905348
A01,SALESID0001,PG04,ITEM0273,201538,201601,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201539,201601,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201540,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0273,201541,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0273,201542,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0273,201543,201601,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201544,201601,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201545,201601,2599,1000,1599,1599,0.384763371
A01,SALESID0001,PG04,ITEM0273,201546,201601,2599,1000,1599,1599,0.384763371
A01,SALESID0001,PG04,ITEM0273,201547,201601,2599,1000,1599,1599,0.384763371
A01,SALESID0001,PG04,ITEM0273,201548,201601,2599,1000,1599,1599,0.384763371
A01,SALESID0001,PG04,ITEM0273,201549,201601,2599,1000,1599,1599,0.384763371
A01,SALESID0001,PG04,ITEM0273,201550,201601,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201551,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0273,201552,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0273,201553,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0253,201632,201628,2999,456,2543,2289,0.236745582
A01,SALESID0001,PG04,ITEM0273,201601,201601,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201602,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0273,201603,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0273,201604,201601,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201605,201601,2599,600,1999,1799,0.307810696
A01,SALESID0001,PG04,ITEM0273,201606,201601,2599,600,1999,1799,0.307810696
A01,SALESID0001,PG04,ITEM0273,201607,201601,2599,600,1999,1799,0.307810696
A01,SALESID0001,PG04,ITEM0273,201608,201601,2599,600,1999,1799,0.307810696
A01,SALESID0001,PG04,ITEM0273,201609,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0273,201610,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0273,201611,201601,2599,489,2110,1899,0.269334359
A01,SALESID0001,PG04,ITEM0273,201612,201601,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201613,201601,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201614,201601,2599,600,1999,1799,0.307810696
A01,SALESID0001,PG04,ITEM0273,201615,201601,2599,600,1999,1799,0.307810696
A01,SALESID0001,PG04,ITEM0273,201323,201601,2599,500,2099,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201616,201601,2599,600,1999,1799,0.307810696
A01,SALESID0001,PG04,ITEM0273,201617,201601,2599,600,1999,1799,0.307810696
A01,SALESID0001,PG04,ITEM0273,201618,201601,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201619,201619,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201620,201620,2599,822,1777,1600,0.384378607
A01,SALESID0001,PG04,ITEM0273,201621,201621,2599,822,1777,1600,0.384378607
A01,SALESID0001,PG04,ITEM0273,201622,201622,2599,822,1777,1600,0.384378607
A01,SALESID0001,PG04,ITEM0273,201623,201623,2599,822,1777,1600,0.384378607
A01,SALESID0001,PG04,ITEM0273,201624,201624,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0273,201625,201625,2599,933,1666,1500,0.422854944
A01,SALESID0001,PG04,ITEM0273,201626,201626,2599,933,1666,1500,0.422854944
A01,SALESID0001,PG04,ITEM0273,201627,201627,2599,933,1666,1500,0.422854944
A01,SALESID0001,PG04,ITEM0273,201628,201628,2599,933,1666,1500,0.422854944
A01,SALESID0001,PG04,ITEM0273,201629,201628,2599,267,2332,2099,0.192381685
A01,SALESID0001,PG04,ITEM0274,201313,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201315,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201316,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201317,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201318,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201319,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201320,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201323,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201324,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201325,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201329,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201330,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201331,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201332,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201333,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201337,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201338,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201339,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201340,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201341,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201342,201601,2349,500,1849,1849,0.212856535
A01,SALESID0001,PG04,ITEM0274,201402,201601,2349,300,2049,2049,0.127713921
A01,SALESID0001,PG04,ITEM0274,201403,201601,2349,300,2049,2049,0.127713921
A01,SALESID0001,PG04,ITEM0274,201404,201601,2349,300,2049,2049,0.127713921
A01,SALESID0001,PG04,ITEM0274,201406,201601,2349,300,2049,2049,0.127713921
A01,SALESID0001,PG04,ITEM0274,201407,201601,2349,300,2049,2049,0.127713921
A01,SALESID0001,PG04,ITEM0274,201408,201601,2349,300,2049,2049,0.127713921
A01,SALESID0001,PG04,ITEM0274,201409,201601,2349,300,2049,2049,0.127713921
A01,SALESID0001,PG04,ITEM0274,201410,201601,2349,300,2049,2049,0.127713921
A01,SALESID0001,PG04,ITEM0274,201411,201601,2349,300,2049,2049,0.127713921
A01,SALESID0001,PG04,ITEM0274,201415,201601,2349,290,2059,2059,0.12345679
A01,SALESID0001,PG04,ITEM0274,201416,201601,2349,290,2059,2059,0.12345679
A01,SALESID0001,PG04,ITEM0274,201417,201601,2349,290,2059,2059,0.12345679
A01,SALESID0001,PG04,ITEM0274,201420,201601,2349,510,1839,1839,0.217113665
A01,SALESID0001,PG04,ITEM0274,201421,201601,2349,510,1839,1839,0.217113665
A01,SALESID0001,PG04,ITEM0274,201422,201601,2349,510,1839,1839,0.217113665
A01,SALESID0001,PG04,ITEM0274,201423,201601,2349,290,2059,2059,0.12345679
A01,SALESID0001,PG04,ITEM0274,201424,201601,2349,290,2059,2059,0.12345679
A01,SALESID0001,PG04,ITEM0274,201425,201601,2349,510,1839,1839,0.217113665
A01,SALESID0001,PG04,ITEM0274,201426,201601,2349,510,1839,1839,0.217113665
A01,SALESID0001,PG04,ITEM0274,201509,201601,2349,184,2165,1949,0.170285228
A01,SALESID0001,PG04,ITEM0274,201510,201601,2349,184,2165,1949,0.170285228
A01,SALESID0001,PG04,ITEM0274,201511,201601,2349,184,2165,1949,0.170285228
A01,SALESID0001,PG04,ITEM0274,201512,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201513,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201514,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201515,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201516,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201517,201601,2349,128,2221,1999,0.148999574
A01,SALESID0001,PG04,ITEM0274,201518,201601,2349,128,2221,1999,0.148999574
A01,SALESID0001,PG04,ITEM0274,201519,201601,2349,128,2221,1999,0.148999574
A01,SALESID0001,PG04,ITEM0274,201520,201601,2349,461,1888,1699,0.276713495
A01,SALESID0001,PG04,ITEM0274,201521,201601,2349,461,1888,1699,0.276713495
A01,SALESID0001,PG03,ITEM0212,201632,201628,3299,300,2999,2700,0.181570173
A01,SALESID0001,PG04,ITEM0274,201522,201601,2349,461,1888,1699,0.276713495
A01,SALESID0001,PG04,ITEM0274,201523,201601,2349,461,1888,1699,0.276713495
A01,SALESID0001,PG04,ITEM0274,201524,201601,2349,128,2221,1999,0.148999574
A01,SALESID0001,PG04,ITEM0274,201525,201601,2349,128,2221,1999,0.148999574
A01,SALESID0001,PG04,ITEM0274,201526,201601,2349,572,1777,1599,0.319284802
A01,SALESID0001,PG04,ITEM0274,201527,201601,2349,572,1777,1599,0.319284802
A01,SALESID0001,PG04,ITEM0274,201528,201601,2349,572,1777,1599,0.319284802
A01,SALESID0001,PG04,ITEM0274,201529,201601,2349,572,1777,1599,0.319284802
A01,SALESID0001,PG04,ITEM0274,201530,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201531,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201532,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201533,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201534,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201535,201601,2349,461,1888,1699,0.276713495
A01,SALESID0001,PG04,ITEM0274,201536,201601,2349,461,1888,1699,0.276713495
A01,SALESID0001,PG04,ITEM0274,201537,201601,2349,461,1888,1699,0.276713495
A01,SALESID0001,PG04,ITEM0274,201538,201601,2349,461,1888,1699,0.276713495
A01,SALESID0001,PG04,ITEM0274,201539,201601,2349,128,2221,1999,0.148999574
A01,SALESID0001,PG04,ITEM0274,201540,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201541,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201542,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201543,201601,2349,128,2221,1999,0.148999574
A01,SALESID0001,PG04,ITEM0274,201544,201601,2349,128,2221,1999,0.148999574
A01,SALESID0001,PG04,ITEM0274,201545,201601,2349,850,1499,1499,0.361856109
A01,SALESID0001,PG04,ITEM0274,201546,201601,2349,850,1499,1499,0.361856109
A01,SALESID0001,PG04,ITEM0274,201547,201601,2349,850,1499,1499,0.361856109
A01,SALESID0001,PG04,ITEM0274,201548,201601,2349,850,1499,1499,0.361856109
A01,SALESID0001,PG04,ITEM0274,201549,201601,2349,850,1499,1499,0.361856109
A01,SALESID0001,PG04,ITEM0274,201550,201601,2349,128,2221,1999,0.148999574
A01,SALESID0001,PG04,ITEM0274,201551,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201552,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201553,201601,2349,350,1999,1799,0.234142188
A01,SALESID0001,PG04,ITEM0274,201601,201601,2349,128,2221,1999,0.148999574
A01,SALESID0001,PG04,ITEM0274,201602,201601,2349,350,1999,1799,0.234142188
